Item ID,Title/Description,Idioma
ITEM-186164,Aquifer Storage and Recovery (ASR) Key challenges and opportunities in the Caribbean This consultancy seeks to ensure that Caribbean countries contemplate ASR as one of their long-term water security strategies.,Ingles 
ITEM-186165,"MIT Media Lab Spring Member Meeting En seguimiento al MIT Lab Spring Meeting, este taller tiene como objetivo llevar una conversación con los participantes de dicha reunion para conocer sus impresiones sobre los siguientes temas: 
•	Qué idea, tecnología o prototipo identificaron de interés para su país y les pareció que sería de aplicación en el corto plazo, y
•	Qué idea, tecnología o prototipo les pareció de interés para una agenda investigación del país de medio plazo, o para tener en cuenta en el futuro.

Sala: Felipe Herrera 2
Facilitator: Rafael Anta",Español 
ITEM-186166,Taller HydroBID para COFs Se capacitara a colegas de las COFs sobre la herramienta HydroBID,Ingles 
ITEM-186167,"Todo lo que necesitas saber sobre: Publicaciones y Co-Publicaciones del BID: Política AM-331 En esta sesión, te ayudaremos a comprender mejor las implicaciones de la política AM-331 y tendremos un espacio de preguntas y respuestas con el Departamento Legal sobre la producción de Co-publicaciones del BID.

Presentadoras: Ivette Fis de Melo (FHL), Cynthia Colaiacovo (LEG), Kamilah Lester (LEG).

Sala: SE-0745

Hora: 3 pm


Sala:",Español 
ITEM-186168,"The Bank's Strategic Asset Allocation (SAA) Framework The SAA Framework comprises the strategy and risk constraints for managing the Bank's investment portfolio, and provides guidance for achivment two key objectives: a) the primary objective of principal safety and providing for the Bank's liquidity needs; and, B) the second objective of managing risk/return trade-offs to minimize the cost of carrying liquidity.",Ingles 
ITEM-186169,"Todo lo que necesitas saber sobre:  Nuevo proceso de publicaciones del BID en Convergencia En esta sesión, te ayudaremos a entender mejor cómo funciona el nuevo módulo de publicaciones en Convergencia. También, daremos tips para agilizar el flujo de trabajo en el sistema, los diferentes roles involucrados y el material instructivo disponible. 

Presentadoras: Erica Saito (FHL), Carolina Huart(FHL)
Sala: SE-0745 y Webinar
Hora: 3 pm",Español 
ITEM-186170,"Todo lo que necesita saber sobre: Cómo agilizar el proceso de publicaciones: EzShare y Convergencia Mejores tips para guardar documentos en EZshare, poderles dar disclose y/o reemplazar un documento con una nueva versión. También aprenderás qué rol tienen los “publishers” de tu unidad y cómo resolver problemas con EZshare para publicar en Convergencia.


Presentadoras: Julia Kastenhofer (FHL), Carolina Osorio (FHL), Irene Vega (SEC)
Sala: SE-0745 y Webinar
Hora: 3 pm",Español 
ITEM-186171,"Taller de Definición de la Agenda de Estudios para los Países Andinos La agenda de conocimiento de CAN busca mejorar el posicionamiento del Banco en el diálogo sobre la aceleración del crecimiento económico y la consolidación de la clase media en la región andina.  
La inversión en infraestructura es un motor de gran impacto en el crecimiento económico, como ha sido ampliamente documentado en la literatura. Sin embargo, el nivel y la calidad de la inversión en infraestructura en la región andina es insuficiente y existen grandes brechas de infraestructura.",Español 
ITEM-186172,"IDB Data Ethics Assessment Esta actividad sigue al Primer Taller del Cutting Edge de “Ética de Datos”.  A partir de las presentaciones del taller y las discusiones sobre la Ética de los Datos en los programas sociales, el Swat Team de SCL y los expertos externos discutirán la aplicación práctica de la gestión ética de datos e identificarán la estructura del documento que se desarrollará como resultado del Cutting Edge.",Ingles 
ITEM-186173,"Partipation in conferences and courses on Behavioral Economics Carlos Scartascini, principal economist and leader of the Bank's working group on Behavioral Economics, will attend the main conferences in the field. That will allow him not only to acquire cutting edge knowledge but also to establish useful links with the academia and experts in the field.",Ingles 
ITEM-186174,"Courses and seminars on Behavioral Economics for Bank's specialists With the objective of acquaring cutting edge knowledge and sharing it with specilists of different departments, three seminars will be offered by external experts on the field, which will be identified by RES. This seminars will include presentations and discussions of specilized studies. The courses will be designed taking into account the needs of the operational units involved and in coordination with the other members of the IDB Working Group on Behavioral Economics.",Ingles 
ITEM-186175,"Infographics - Preparation and Approval Process of Sovereign Guaranteed Operations Reconoce fácilmente cuáles son los documentos de proyecto requeridos para la preparación y aprobación de una operación. Encontrarás qué propósito tiene cada uno, qué información contienen, qué pasos seguir y quiénes participan, entre otros.",Ingles 
ITEM-186176,"IncluyeTech : Innovative Tech Solutions for Disability Inclusion In a world where disruption is the norm, how can technological innovations promote the inclusion of persons with disabilities? This program will host international experts, civil society organizations, and Bank staff to discuss the opportunities provided by new technologies to leverage the talent of persons with disabilities, and to facilitate social and labor inclusion beyond the traditional philanthropic approaches. This program combines (i) an open conference to promote policies and best practices in Latin America and the Caribbean, which favor the inclusion of persons with disabilities, to demonstrate their talent and creativity, and the advantages that social and economic inclusion bring to society work of the Bank, and (ii) the showing of the movie ""Campeones"".
The aim of this event is to present effective practices from projects which integrate persons with disabilities in areas including labor intermediation, accessibility in cities, and the emergence of inclusion-oriented technologies, such as maps and visualization, education, and communication. In addition, the seminar aims to facilitate a discussion between international experts, civil society organizations, and Bank staff regarding collaborative work aimed at promoting the talent and autonomy of persons with disabilities, starting with their active participation in the formulation of policies and strategies.",Ingles 
ITEM-186177,"Taller HydroBID Flood TALLER DE HYDRO-BID FLOOD: UN MODELO DE SIMULACIÓN HIDRÁULICA PARA APOYAR PROYECTOS DE MITIGACIÓN DE INUNDACIONES, PROTECCIÓN FLUVIAL Y MEJORA DE DRENAJE URBANO",Español 
ITEM-186178,"Israel-LACA pathway to innovation At this event, Eugene Kandel, CEO of Nation Central, and Ami Appelbaum, Chief Scientist at Israeli’s Ministry of Economy, will share how Israel became a worldwide hub for innovation. They will also explore with the audience  the opportunities for business and collaboration with LAC.",Ingles 
ITEM-186179,"Modern Analytical Techniques: Machine Learning (Taller de Economistas de CID) . This short workshop will expose the IDB economists to a Primer on Machine Learning. The contents will focus on showing alternative statistical methodologies to face different data and analysis challenges, including shrinkage methods (Lasso and Ridge), binary classification, tree based methods (regression trees, random forest, bagging and boosting), unsupervised learning (clustering and PCA), image recognition with deep learning, and prediction, among others. This is crucial for policy analysis as it offers statistically formal strategies to support arguments.",Ingles 
ITEM-186180,"SEC/ISD Team Building Workshop For SEC/ISD, this workshop aims to promote participation, communication, collaboration and creativity through diverse activities that engage different styles of learning. Specifically, the event will enable particpants to the following:
• Build bridges to improve effectiveness;
• Increase and improve alignment as the ISD team;
• Enhance working relationships amongst team members; and
• Promote better internal communication and greater collaboration.",Ingles 
ITEM-186181,Cutting Edge | Gestión de Activos Públicos: Buenas Prácticas Internacionales Cutting edge cuyo objetivo es entrenar al equipo de ICS para apoyar a los gobiernos de la región en sus iniciativas de mejora de gestión de activos públicos,Español 
ITEM-186182,"TRD Learning Series: Nuestras traducciones desde la óptica de un miembro del Directorio. El objetivo es conocer la perspectiva de un miembro del Directorio sobre el trabajo de traducciones que realiza la Sección.. Conversación con Pablo Fleiss, Consejero de la Silla por Uruguay.",Español 
ITEM-186185,"MICI - La Función Independiente de Rendición de Cuentas Breve taller sobre lineamientos basicos del MICI y sus mecanismos, algunos ejemplos de temas que van al MICI",Español 
ITEM-186186,"CIBERSEGURIDAD Explicacion sobre qué es la ciberseguridad, por qué es importante, cuáles son los desafíos en América Latina y el Caribe, qué están haciendo los países más avanzados, qué está haciendo el Banco en la región y posibles ideas para apoyar al Perú",Español 
ITEM-186187,Innovation and Intregration Workshop Haiti End of the year workshop provided by Cocolab,Ingles 
ITEM-187001,Own it: The Power of Women at Work Talk with speaker: Sallie Krawcheck,Ingles 
ITEM-187002,"A Decade of Impact Evaluation In celebration of the 10th anniversary of both the International Initiative for Impact Evaluation (3IE) and the IDB Group’s framework that supports impact evaluation in the organization, this event aims to (1) provide an overview of impact evaluations in Latin America and the Caribbean; (2) identify challenges ahead on the field; and, (3) share experiences from other regions in the world to address those challenges and bring new ideas to be applied in Latin America and the Caribbean.",Ingles 
ITEM-187003,Impact Evaluation Design Week Impact Evaluation Design Week,Ingles 
ITEM-187004,Semana TSP Semanas sectoriales de transporte,Español 
ITEM-187005,English 203 - HQ Language and Culture Program,Ingles 
ITEM-187006,English 301 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187007,"Energy Access Dividend The concept of “energy access” is traditionally defined and measured as “having a household electrical connection”, “using electricity for lighting” or “cooking with solid fuel (World Bank and IEA, 2013).  This definition, however, fails to capture the full spectrum and dimension of energy access as it doesn’t provide any data in terms of quality, reliability, affordability or household impacts and which represents the benefits or “dividend” of energy access.",Ingles 
ITEM-187008,2018 Summer Internship Program 2018 Summer Internship Program,Ingles 
ITEM-187009,Early Stage Investing Workshop IDB Invest,Ingles 
ITEM-187011,English 302 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187012,English 303 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187013,English 403 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187014,IBM training on blockchain and AI for MIF IBM training on Blockchain and AI in the context of development and social work in the LAC region.,Ingles 
ITEM-187015,"Alianzas Multisectoriales en Educación Este taller está dirigido a  representantes del sector público de educación y organizaciones de la sociedad civil (OSC) de Cono Sur.  El taller, a partir de casos e intercambio de experiencias, busca identificar y compartir buenas prácticas de trabajo colaborativo entre el sector público y las OSC de la región que sean replicables.",Español 
ITEM-187017,English 405-S - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187018,"IDB Blockchain Training Lab at Deloitte 3.5-hour interactive blockchain lab training session in order to:
o	Cover the fundamentals of blockchain, including the technology and the organizational components of a solution
o	Facilitate the ideation of potential use cases across the value chain of MIF’s mission
o	Provide a framework for the evaluation of identified use cases 
o	Apply evaluation framework against identified use cases to identify and prioritize valuable use cases",Ingles 
ITEM-187019,French 101 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187020,"Session PM IDB Blockchain Training Lab at Deloitte for MIF 3.5-hour interactive blockchain lab training sessions for 15 people (30 total) in order to:
o	Cover the fundamentals of blockchain, including the technology and the organizational components of a solution
o	Facilitate the ideation of potential use cases across the value chain of MIF’s mission
o	Provide a framework for the evaluation of identified use cases 
o	Apply evaluation framework against identified use cases to identify and prioritize valuable use cases",Ingles 
ITEM-187021,Diversity at Work A session for the MICI team to learn about Diversity at Work from the Inclusion and Diversity team.,Ingles 
ITEM-187024,"Paraguay: Rutas del Desarrollo. Diálogo Estratégico de Políticas El propósito de la agenda de diálogo es fortalecer el posicionamiento estratégico del Grupo BID como principal socio de desarrollo de Paraguay, tanto en términos de financiamiento como de generación de conocimiento. En particular, se busca contribuir a la identificación de prioridades de desarrollo de mediano plazo (5 años). Este proceso de diálogo, además, ayudará a definir áreas prioritarias de colaboración para la próxima EBP. La propuesta del Grupo BID se resume en la publicación Paraguay: Rutas para el Desarrollo, la cual identifica restricciones y propone acciones de política para potenciar la transformación productiva, socialmente inclusiva del país. Los pilares de esa transformación productiva incluyen la gestión pública y las instituciones; la integración comercial y la diversificación productiva; la infraestructura; y la acumulación de capital humano.",Español 
ITEM-187025,"Future Grid: Energy Storage, E-Mobility, and Microgrids to achieve an increased knowledge of IDB Energy teams of how to encourage and incentivize Electricity Storage opportunities through regulations and market structure, How do I conduct an analysis for energy storage opportunities? Risks, Economics and Operational issues.",Ingles 
ITEM-187027,"Management of Bank-executed TCs clauses This is a joint training offered by VPS and the ITE Convergence team. Participants will review how to fulfill and extend conditions for Bank-Executed Technical Cooperation operations. It will include a demo explaining how to perform these tasks in Convergence’s Contracts  & Clauses module and questions from the audience. 

The trainer will be Martina Gesell. Please contact her with any questions about the course material.",Ingles 
ITEM-187028,VPS OP Team: Convergence training - Technical Cooperation Contract and Clauses on Bank-Executed Technical Cooperation Operations,Ingles 
ITEM-187029,French 103 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187030,French 201 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187031,MIF MIT Lab visits MIF visits to MIT lab,Ingles 
ITEM-187032,"IDB Brand 101: The Do´s and Don´ts for Success The purpose of the training is to learn the fundamentals of how to effectively communicate the IDB brand visually and through the language we use. Participants learn about the Bank’s core brand components, design do’s and don’ts, communicating consistently, and resources available to help them in their day-to-day. This in-person session is for KIC employees and lasts 90 minutes.",Ingles 
ITEM-187033,"RND Cutting Edge Knowledge Understanding behavior to design effective conservation and agriculture Behavioral economics has contributed to understand deviations from traditional theory in the management of common-pool resources , particularly relevant in the environmental and agricultural settings.",Ingles 
ITEM-187034,Technology as an Opportunity Technology as an Opportunity,Ingles 
ITEM-187035,Uruguay y su Experiencia en Gobierno Digital Buenas prácticas y lecciones aprendidas de un modelo regional,Español 
ITEM-187037,French 202 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187038,French 206 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187040,French 302 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187041,French 403 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187042,Portuguese 201 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187043,Portuguese 202 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187044,"Energy Regulation in face of Innovation The discussion workshop is expected to understand what are the key regulatory tools that may help them to keep the pace of innovation? What are (or were) the main barriers of current regulation in Europe and United States to the adoption of new technologies? How the regulatory framework in Europe and United States are changing to include the new technologies and how it has changed the energy markets?   
This workshop aligns with the demand on the Energy Division to understand better the regulatory changes necessary to adapt the region to the innovation. It is a clear demand received by the thematic group of Energy Regulation and Policy.  
This also contributes to the evidence-based policy discussion of the knowledge agenda in the Economic Sector Work of the Energy Sector (which underline the importance to strength regulation and governance), as well as IDB’s flagship report, DIA 2020: Improving the Infrastructure Services in Latin America and Caribbean.  The DIA 2020 aims to focus on how we should adapt the future, and the regulatory framework is big part of it, because it can adapt to innovation pushing it to solve the current challenges, or it can block it.  
It will be key to Energy Staff to think about new solutions and tools. Moreover, the dissemination of the event and the document will also help us to position the IADB as leader in these topics being a bridge between IDB and the regulatory counterparts in the region, in terms of (1) identifying major challenges coming with technology innovations; (2) providing best practices in the global energy sector; (2) exploring ad hoc regulatory role and rules in the region.",Ingles 
ITEM-187045,"Data Visualization for INT’s Publications This is a BBL presentation with designer Juan Velasco, founder of 5W Infographics, to help the INT team think in advance about visual solutions for the 2019 DIA.",Español 
ITEM-187046,RAROC Tool Update - DSP/DVF Junio 2018 A quick training session of the RAROC Tool that has been recently updated at the Tools and Portal/Resources/Market & Operational Risk webpages.,Ingles 
ITEM-187047,"¿Contenido 100% accesible? Recomendaciones prácticas para aumentar la accesibilidad de los cursos on Al finalizar este taller serás capaz de: 
o	Reconocer la importancia de la accesibilidad de la formación en línea
o	Identificar los límites actuales para realizar cursos con contenidos 100% accesibles
o	Aplicar buenas prácticas de accesibilidad para desarrollar recursos de aprendizaje",Español 
ITEM-187049,Portuguese 203 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187050,"Group Language Class- PT204-1 Language and Culture Program, Session I",Ingles 
ITEM-187053,"Sistema de Gestión Ambiental y Social: Una oportunidad de negocio Este curso funciona como una guía para la integración de prácticas ambientales y sociales dentro de la gestión de riesgo de las instituciones financieras, particularmente para aquellas categorizadas como IF-3. El curso busca identificar la importancia de integrar aspectos ambientales y sociales no solo como elemento de cumplimiento, pero sobre todo, como elemento de valor para la Instituciones Financieras y sus clientes.",Español 
ITEM-187054,Wastewater management in the era of a circular economy Workshop regarding Wastewater management in the era of a circular economy,Ingles 
ITEM-187055,Portuguese 205 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187056,Portuguese 206 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187057,Portuguese 301 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187058,"Group Language Class- PT304 Language and Culture Program, Session I",Ingles 
ITEM-187059,Spanish 101 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187060,Spanish 102 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187061,RAROC Tool Update - INO Junio 2018 A quick training session of the RAROC Tool that has been recently updated at the Tools and Portal/Resources/Market & Operational Risk webpages.,Ingles 
ITEM-187062,"Group Language Class- SP103 Language and Culture Program, Session I",Ingles 
ITEM-187063,Spanish 201 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187064,Spanish 204 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187065,Hyperloop Transportation Technologies Hyperloop Transportation Technologies,Ingles 
ITEM-187066,Spanish 301 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187067,Logistica en Panamá Logistica en Panamá,Español 
ITEM-187068,"Innovation for Economic Stability This event will showcase stability-enhancing innovations drawn from across the financial services, social and labor protection, personal security, and data and services sectors– all featured in the Atlas of Innovation for Economic Stability, developed by FHI 360 with support from The Rockefeller Foundation.",Ingles 
ITEM-187069,Plataforma de Islas Sostenibles: “La Experiencia de las Islas Canarias” Presentar algunos estudios de casos sobre iniciativas y proyectos que el Gobierno de las Islas Canarias en España ha implementado y promovido para superar desafíos y aprovechar las oportunidades únicas y propias de los territorios insulares incorporando los principios de las Economías Circular y Azul.,Español 
ITEM-187070,"Diálogo de Políticas  Desarrollo Rural en ALC: Implicaciones para el trabajo del BID en la Region El objetivo de este evento es discutir diferentes  enfoques técnicos y de política pública para promover el desarrollo rural en los países en ALC, así como el rol del Banco en su implementación.  Para este fin, contaremos con la participación de diferentes expertos internacionales y del BID.",Español 
ITEM-187071,"Semana de Conocimiento CCS Semana de Conocimiento CCS. Discitur Temas internos de la division, metas y retos de los proximos anios.",Español 
ITEM-187072,Semana de Conocimiento RND Semana de Conocimiento de RND,Español 
ITEM-187073,"Siscor365 - Basic Learn how to use Siscor365 as a new user. The training covers the basic workflows of the system as well as complex functionalities. This training will be in Spanish.


Training room: 2007",Ingles 
ITEM-187074,"Siscor365 - Advanced Learn how to use Siscor365 as an advanced use. The training covers the basic workflows of the system as well as complex functionalities. This training will be in Spanish.


Training room: 2007",Ingles 
ITEM-187075,"Diaspora in Development Forum This session conducted in partnership with the Institute of Caribbean Studies is part of the National Caribbean  American  Legislative Week  (NCALW) 2018.  The goal of this session is to explore opportunities and challenges to creating climate-smart economies and resilient societies, through initiating strategies and tactics needed for paradigm shifts and institutional changes to achieve the transformation of the Caribbean.",Ingles 
ITEM-187076,"Digital technology and economic transformation This seminar is offerd by a partnership between the IDB, the Caribbean Central American Action (CCAA), and Mastercard.  The seminar is inteneded to engage participants in a convesation on digital technology and economic transformation.  Technology is providing access to the transformational tools that allow underserved populations and SME’s to integrate effectively into society and into the value chain, opening up economic and trade opportunities that would have previously been unattainable. This session roundtable will bring together decision-makers and stakeholders for a discussion on the technologies that are building sustainable islands.
Topics will include:
	Building Smart and Sustainable Islands: Creating resilient societies and the enabling the ecosystem for digital transactions 
	Harnessing Trade for Growth: Enabling regional SMEs to enter global commerce
	Tourism as a catalyst for growth and resilience 
This program is by invitation only.",Ingles 
ITEM-187077,Spanish 304 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187078,"“Data Science for Social Good: Case Studies, Opportunities and Challenges” Can data science help reduce police violence and misconduct? Can it help increase retention of patients in care? Can it help prevent children from getting lead poisoning? Can it help cities better target limited resources to improve lives of citizens? We're all aware of the hype around data science and related buzzwords right now but turning this hype into social impact takes cross-disciplinary training, teams, and methods. In this talk, we'll discuss lessons learned at Data Science for Social Good Fellowship while working on dozens of data science projects over the past few years with non-profits and governments on high-impact public policy and social challenges in criminal justice, public health, education, economic development, public safety, workforce training, and urban infrastructure.",Ingles 
ITEM-187079,Intercambio de Conocimiento Hyperion-Tableau-CEC Viaje a Ecuador para Intercambio de Conocimiento Hyperion-Tableau,Español 
ITEM-187080,HUD Reginal Policy Dialogue & Caribbean Urban Forum To support a Caribbean-specific sub-regional policy dialogue to identify common solutions for the area’s most pressing housing and urban development challenges.,Ingles 
ITEM-187081,Hydro-BID: Herramienta para la planificación y análisis de los efectos del cambio climático para ALC Taller a realizarse en las instalaciones de la Universidad de Cuenca como parte de las actividades para la celebración del 50 aniversario de ETAPA,Español 
ITEM-187082,PRIMERA COMISIÓN DE SEGUIMIENTO DEL ACUERDO MARCO DE COFINANCIAMIENTO ESPAÑA-BID El objetivo fue la identificación de operaciones de cofinanciamiento entre España y el BID,Ingles 
ITEM-187083,Intercambio entre operadores EPMAPS-OSSE Intercambios operadores WOP-LAC,Español 
ITEM-187084,Encuentro internacional de operadores de servicio de Agua Potable y Saneamiento Intercambios Operadores WOP-LAC,Español 
ITEM-187085,Primer Intercambio Aguas de Siguatepeque-EPMAPS Intercambios operadores WOP-LAC,Español 
ITEM-187086,Segundo Intercambio Aguas de Siguatepeque-EPMAPS Intercambios operadores WOP-LAC,Español 
ITEM-187087,"Latinoamérica Recicla: Cumbre Regional de Reciclaje Inclusivo Presentar los aprendizajes de la región en el tema del reciclaje con inclusión de los recicladores de base, en el marco de la economía circular.",Español 
ITEM-187088,Cierre del Entrenamiento Hydro-BID en Guatemala Presentar los resultados y logros del entrenamiento a nivel nacional de Hydro-BID desarrollado en Guatemala.,Español 
ITEM-187089,Reunión del Consejo Asesor Regional (CAR) de la IRR Diálogo con representatntes del CAR de los socios de la IRR para presentar informe de avance y definir lineamientos estratégicos de la IRR.,Español 
ITEM-187090,8 Foro Mundial del Agua Reunión bianual mundial sobre el agua,Español 
ITEM-187091,Effective Techniques for Becoming the Trusted Advisor IDB auditors work in an environment that is at the forefront of organizational change. The Department aims to be an effective business partner. This competency will be the backdrop for the one and one-half day training session and its program will provide the participants with techniques they can use to function as the trusted advisor and strategic partner to their constituents.,Ingles 
ITEM-187092,"Country Team Plan Representación de Venezuela Generar un mayor sentido de trabajo en el equipo y aumentar la motivación, confianza interna y compromiso de los empleados de CVE con el Banco.",Español 
ITEM-187093,"Paraguay: Rutas del Desarrollo. Instituciones y Gestión Pública El propósito de la agenda de diálogo es fortalecer el posicionamiento estratégico del Grupo BID como principal socio de desarrollo de Paraguay, tanto en términos de financiamiento como de generación de conocimiento. En particular, se busca contribuir a la identificación de prioridades de desarrollo de mediano plazo (5 años). Este proceso de diálogo, además, ayudará a definir áreas prioritarias de colaboración para la próxima EBP. La propuesta del Grupo BID se resume en la publicación Paraguay: Rutas para el Desarrollo, la cual identifica restricciones y propone acciones de política para potenciar la transformación productiva, socialmente inclusiva del país. Los pilares de esa transformación productiva incluyen la gestión pública y las instituciones; la integración comercial y la diversificación productiva; la infraestructura; y la acumulación de capital humano.",Español 
ITEM-187094,"Paraguay: Rutas del Desarrollo. Infraestructura Productiva El propósito de la agenda de diálogo es fortalecer el posicionamiento estratégico del Grupo BID como principal socio de desarrollo de Paraguay, tanto en términos de financiamiento como de generación de conocimiento. En particular, se busca contribuir a la identificación de prioridades de desarrollo de mediano plazo (5 años). Este proceso de diálogo, además, ayudará a definir áreas prioritarias de colaboración para la próxima EBP. La propuesta del Grupo BID se resume en la publicación Paraguay: Rutas para el Desarrollo, la cual identifica restricciones y propone acciones de política para potenciar la transformación productiva, socialmente inclusiva del país. Los pilares de esa transformación productiva incluyen la gestión pública y las instituciones; la integración comercial y la diversificación productiva; la infraestructura; y la acumulación de capital humano.",Español 
ITEM-187095,"Paraguay: Rutas del Desarrollo. Capital Humano y Condiciones de Vida El propósito de la agenda de diálogo es fortalecer el posicionamiento estratégico del Grupo BID como principal socio de desarrollo de Paraguay, tanto en términos de financiamiento como de generación de conocimiento. En particular, se busca contribuir a la identificación de prioridades de desarrollo de mediano plazo (5 años). Este proceso de diálogo, además, ayudará a definir áreas prioritarias de colaboración para la próxima EBP. La propuesta del Grupo BID se resume en la publicación Paraguay: Rutas para el Desarrollo, la cual identifica restricciones y propone acciones de política para potenciar la transformación productiva, socialmente inclusiva del país. Los pilares de esa transformación productiva incluyen la gestión pública y las instituciones; la integración comercial y la diversificación productiva; la infraestructura; y la acumulación de capital humano.",Español 
ITEM-187096,"Paraguay: Rutas del Desarrollo. Integración y Diversificación Productiva El propósito de la agenda de diálogo es fortalecer el posicionamiento estratégico del Grupo BID como principal socio de desarrollo de Paraguay, tanto en términos de financiamiento como de generación de conocimiento. En particular, se busca contribuir a la identificación de prioridades de desarrollo de mediano plazo (5 años). Este proceso de diálogo, además, ayudará a definir áreas prioritarias de colaboración para la próxima EBP. La propuesta del Grupo BID se resume en la publicación Paraguay: Rutas para el Desarrollo, la cual identifica restricciones y propone acciones de política para potenciar la transformación productiva, socialmente inclusiva del país. Los pilares de esa transformación productiva incluyen la gestión pública y las instituciones; la integración comercial y la diversificación productiva; la infraestructura; y la acumulación de capital humano.",Español 
ITEM-187097,"Taller Equipo País Chile Los objetivos del taller incluyen:
•	Presentar los avances en la preparación de la Estrategia de País
•	Reconocer el rol del Banco como una plataforma de soluciones innovadoras para los desafíos que implica la cuarta revolución industrial
•	Identificar oportunidades de intervención en el programa y la cartera de Chile, en articulación con los pilares de la Estrategia del Banco con el País (EBP)
•	Construir una hoja de ruta para alinear el equipo país con el proceso de transformación digital en Chile",Español 
ITEM-187098,Cárceles más humanas | Soluciones tecnológicas centradas en la rehabilitación de las personas Taller de innovación sobre uso de tecnologías en carceles.,Español 
ITEM-187099,"Cierre del Entrenamiento Hydro-BID en Argentina Presentar los resultados y logros del entrenamiento a nivel nacional de Hydro-BID desarrollado para la AIC, Neuquen, Argentina",Español 
ITEM-187100,Encuentro internacional de operadores de servicio de Agua Potable y Saneamiento ANEAS-AHPSAS Intercambios operadores WOP-LAC,Español 
ITEM-187101,Estudio del Nexus en Argentina Estudio del Nexus en Argentina,Español 
ITEM-187102,Segundo Intercambio OSSE-EPMAPS Intercambios operadores WOP-LAC,Español 
ITEM-187103,Intercambio de operadores AYA y EPM Intercambios operadores WOP-LAC,Español 
ITEM-187104,"Taller Mejorando la resiliencia a largo plazo de los recursos hídricos en el Río Mendoza, Argentina Taller en el marco de la Cooperación Técnica Regional “Transparencia y Gestión de Información en el Sector de Agua y Saneamiento” (RG-T2744) financiada por MAF y Fondo de Transparencia",Español 
ITEM-187105,Taller Técnico Internacional de Transparencia y Gobernanza en el sector de Agua & Saneamiento Dentro del marco de la Cooperación Técnica Regional “Transparencia y Gestión de Información en el Sector de Agua y Saneamiento” (RG-T2744),Español 
ITEM-187106,Taller de validación metodológica para la EVAL Taller de validación de la metodología de recolección de datos para la actualización de la Evaluación regional de manejo de residuos sólidos,Español 
ITEM-187107,Diplomado Internacional de Diseño de Sistemas de tratamiento de aguas residuales Entrenamiento sobre Sistemas de tratamiento de aguas residuales,Español 
ITEM-187108,Intercambio Aguas del Norte-CAESB Intercambios operadores WOP-LAC,Español 
ITEM-187109,III Congreso Interamericano de Agua Potable y Saneamiento Rural Se discuten temas relacionados con el agua potable y servicios de saneamiento adecuados en el área rural.,Español 
ITEM-187110,"Comprando Verde ¿Cómo fomentar las compras verdes en los proyectos financiados por el BID? El objetivo de orientar al personal del BID en la práctica de las compras verdes a fin de que los proyectos financiados por el Banco no sólo disminuyan el impacto ambiental negativo de los bienes, obras, servicios y consultorías que contratan, sino que vayan un paso más allá promoviendo acciones más sostenibles con el medio ambiente.",Español 
ITEM-187111,In-house Clinic for Retirees This course is dedicated for retirees of the IDBG to learn about the new portal and access to pertinent retirement information.,Ingles 
ITEM-187112,"Hospitales Verdes Divulgar y promover iniciativas que permitan incorporar medidas de sostenibilidad ambiental durante el diseño, construcción y funcionamiento de la infraestructura sanitara.  Estas medidas incluyen aspectos de eficiencia energética, ahorro en agua y gestión de residuos que pueden contribuir a la meta del Grupo BID de financiamiento climático.",Español 
ITEM-187113,Taller de Planificación INE/WSA 2019 Planificación INE/WSA 2019,Español 
ITEM-187114,BBL  Preserving Lake Kinneret and the Red Sea–Dead Sea Conveyance Project Two critical initiative for sustainability and climate resilience,Ingles 
ITEM-187115,Group Language Class- SP306 Language and Culture Program- Group Classes Session I,Ingles 
ITEM-187116,BBL Water.org Leveraging domestic resources to achieve last-mile access to water and sanitation,Ingles 
ITEM-187117,"Taller de Arranque Nexo entre Agua para consumo humano, energía y producción de alimentos en Argenti Taller de Arranque Nexo entre Agua para consumo humano, energía y producción de alimentos en Argentina",Español 
