Topic Modeling Id - New Index,Item ID,Title/Description,Idioma
312,ITEM-54002,"['finding', 'your', 'next', 'job', 'webinar-', 'spanish', '/', 'estrategi', 'busqued', 'trabaj', 'objet', 'sesion', 'particip', 'aprend', 'diferent', 'metod', 'busqued', 'trabaj', 'tradicional', 'tan', 'tradicional.', 'particip', 'aprend', 'identific', 'herramient', 'basic', 'necesari', 'ten', 'exit', 'busqued', 'trabajo.']",Español
313,ITEM-56002,"['introduccion', 'ezshar', 'comprend', 'concept', 'benefici', 'ezshar', 'repositori', 'document', 'grup', 'bid.', 'funcional', 'colabor', 'herramient', 'trabajo.']",Español
314,ITEM-56003,"['gobern', 'prioriz', 'gast', 'salud']",Español
315,ITEM-57002,"['ezshare:', 'pas', 'pas', 'curs', 'encontr', 'explic', 'detall', 'principal', 'proces', 'ezshare:', 'com', 'sub', 'document', 'check', 'in', 'check', 'out', 'ver', 'historial', 'envi', 'borr', 'busc', 'finaliz', 'documentos.']",Español
316,ITEM-57004,"['gui', 'camino:', 'mejor', 'registr', 'inform', 'contrat', 'finaliz', 'curs', 'usted', 'podra:-explic', 'import', 'inform', 'contrat', 'registr', 'sistem', 'inform', 'adquisiciones.', '(prism)-aplic', 'diferent', 'proced', 'dispon', 'sistem', 'inform', 'adquisiciones.', '(prism)']",Español
317,ITEM-57006,"['contrat', 'prestam', 'inversion', 'oper', 'garant', 'soberan', 'curs', 'va', 'dirig', 'audienci', 'extern', 'realiz', 'moodle.', 'ver', 'detall', 'registr', 'favor', 'visit', 'siguient', 'enlace:https://cursos.iadb.org/es/indes/contrato-prestamo-inversion-operaciones-garantia-soberana-financiadasclav', 'acceso:', 'leg-cc-el', 'curs', '""contrat', 'prestam', 'inversion', 'oper', 'garant', 'soberan', 'financi', 'recurs', 'capital', 'ordinario""', 'comprend', 'cuatr', 'modul', 'inclu', 'aspect', 'general', 'contrat', 'aspect', 'financier', 'prestam', 'aspect', 'oper', 'proyect', 'tem', 'aplic', 'uniform', 'prest', 'oper', 'prestam', 'inversion.']",Ingles
318,ITEM-58001,"['oportun', 'co-financi', 'ine', 'especial', 'ine', 'orp', 'discut', 'opcion', 'co-financi', 'relev', 'oper', 'prestamo:', 'jic', 'fonprod', 'union', 'europe', 'facil', 'corean', 'infraestructur', 'gre', 'climat', 'fund', 'global', 'environment', 'facility.el', 'cofinanci', 'proyect', 'mecan', 'esencial', 'llev', 'adel', 'oper', 'cooper', 'tecnic', 'infraestructura.', 'asegur', 'acces', 'uso', 'eficient', 'fuent', 'cofinanciaiment', 'sesion', 'centr', 'actualiz', 'conoc', 'especial', 'criteri', 'elegibil', 'proced', 'necesari', 'fond', 'dispon', 'ine.', 'especial', 'orp', 'ine', 'present', 'disponibil', 'fond', 'procedent', 'asi', 'experient', 'exit', 'proyect', 'cofinanciados.', 'sesion', 'brind', 'informacion', 'jic', 'fonprod', 'union', 'europe', 'facilida', 'corean', 'infraestructur', 'gre', 'climat', 'fund', 'global', 'environement', 'facility.']",Español
319,ITEM-59001,"['movil', 'laboral', 'transferent', 'tecnolog', 'desempeñ', 'firm', 'peru']",Español
320,ITEM-61003,"['organiz', 'gobern', 'institut', 'public', 'investig', 'orient', 'mision', 'analisis', 'cas', 'nuev', 'zeland', 'colombi', 'uruguay', 'chil']",Español
321,ITEM-63002,"['seminari', 'orient', 'institucional', 'nuev', 'staff', 'bid', 'seminari', 'orient', 'institucional', 'onboard@idb', 'component', 'program', 'on-boarding', 'nuev', 'staff', 'bid', 'complement', 'intervencion', 'virtual', 'presencial', 'final', 'facilit', 'proces', 'incorpor', 'banc', 'acort', 'curv', 'aprendizaj', 'fin', 'optimiz', 'contribu', 'organizacion.l', 'objet', 'event', 'siguientes:', 'proporcion', 'vision', 'general', 'mision', 'objet', 'organiz', 'bid', 'asi', 'aspect', 'clav', 'gestion', 'oper', 'conoc', 'recurs', 'humanos;', 'gener', 'espaci', 'encuentr', 'interaccion', 'nuev', 'emple', 'direct', 'expert', 'bid', 'propici', 'intercambi', 'conoc', 'experient', 'asi', 'apoy', 'colabor', 'trabaj', 'equip', 'empleados.']",Español
322,ITEM-63003,"['tall', 'fundament', 'oper', 'garant', 'soberan', 'tall', 'introductori', 'final', 'prov', 'conoc', 'herramient', 'basic', 'personal', 'empiez', 'trabaj', 'are', 'oper', 'banc', 'naturalez', 'funcion', 'interactu', 'algun', 'maner', 'necesit', 'saber.despues', 'asist', 'tall', 'emple', 'vision', 'general', 'aspect', 'clav', 'elemental', 'gestion', 'integral', 'oper', 'garant', 'soberan', 'banco.', 'asi', 'mism', 'tall', 'oportun', 'compart', 'coleg', 'afin', 'inquietud', 'interes', 'gener', 'asi', 'red', 'colabor', 'apoyo.']",Español
323,ITEM-64002,"['solucion', 'financi', 'priv', 'infraestructur', 'brasil', 'bid', 'wef', '(world', 'economic', 'forum)', 'elabor', 'estudi', 'apoy', 'desarroll', 'infraestructur', 'brasil', 'mediant', 'altern', 'financi', 'privada.', 'sesion', 'compart', '“report', 'solucion', 'financi', 'priv', 'infraestructur', 'brasil”', 'elabor', 'lar', 'fenoli', 'carl', 'mellis.', 'dich', 'report', 'inclu', 'recomend', 'mejorarr', 'instrument', 'financi', 'infraestructur', 'pais.']",Español
324,ITEM-65002,"['kickoff', 'ejecu', 'digital', 'sesion', 'cierr', 'taller', 'digital', 'revis', 'product', 'plan', 'accion']",Español
325,ITEM-68003,"['meeting', 'plann', 'finaliz', 'entren', 'particip', 'capac', 'manej', 'nuev', 'sistem', '""meeting', 'planner""', 'agend', 'reuniones.p', 'mayor', 'inform', 'capacit', 'favor', 'contact', 'monic', 'rian', '(monicari@iadb.org).']",Español
326,ITEM-68005,"['nuev', 'econom', 'digital', 'amer', 'latin', 'carib', '¡la', 'revolu', 'tecnolog', 'lleg', 'quedarse!', 'nuev', 'econom', 'digital.', '¡inscribet', 'curs', 'conoc', 'impact', 'oportun', 'avanc', 'tecnolog', 'gener', 'amer', 'latin', 'caribe!', 'https://www.edx.org/es/course/la-nueva-economia-digital-en-america-idbx-idbx']",Español
327,ITEM-68007,"['tall', 'virtual', 'lineamient', 'lmk']",Español
328,ITEM-69002,"['seleccion', '/', 'contrat', 'firm', 'trabaj', 'ejecut', 'banc', '(beo):', 'curs', 'basic', 'finaliz', 'curs', 'particip', 'capac', 'de:', '(i)', 'explic', 'funcion', 'adquisicion', 'porqu', 'funcion', 'estrateg', 'contribu', 'agend', 'banco;', '(ii)', 'explic', 'precondicion', 'inici', 'proces', 'adquisiciones;', '(iii)', 'explic', 'com', 'banc', 'gestion', 'adquisiciones;', '(iv)', 'describ', 'aspect', 'import', 'polit', 'gn--', 'explic', 'alcance;', '(v)', 'describ', 'rol', 'respons', 'actor', 'involucr', 'seleccion', 'contrat', 'firm', 'consultoras;', '(vi)', 'compar', 'tres', 'metod', 'seleccion', 'firm', 'consultor', 'conten', 'politica;', '(vii)', 'decid', 'cuand', 'usar', 'contrat', 'sum', 'alzad', 'acuerd', 'marc', 'temas.']",Español
329,ITEM-70002,"['seleccion', '/', 'contrat', 'firm', 'trabaj', 'ejecut', 'banc', '(beo):', 'jef', 'equip', 'seleccion', 'contrat', 'firm', 'consultor', 'trabaj', 'oper', 'ejecut', 'banc', '(beo)', 'bas', 'estructur', 'descentraliz', 'unidad', 'contrat', 'banc', 'llev', 'cab', 'respect', 'proces', 'seleccion', 'contratacion', 'tiemp', 'respons', 'preparacion', 'asign', 'supervision', 'respect', 'contratos.', 'proces', 'lider', 'jef', 'equip', 'proyect', '(ptl).', 'final', 'curs', 'ptls', 'habr', 'familiariz', 'como:', '(i)', 'trat', 'protest', 'firmas;', '(ii)', 'cuand', 'recurr', 'ocsu', 'oficin', 'integr', 'institucional', '(oii)', 'oficin', 'etic', 'oficin', 'control', 'riesg', '(rmg);', '(iii)', 'inclu', 'contrato;', '(iv)', 'com', 'mitig', 'riesg', 'aspectos.']",Español
330,ITEM-70004,"['esg', 'taller', 'sectorial', 'objet', 'tall', 'son:•', 'fortalec', 'conoc', 'especial', 'sectorial', 'polit', 'salvaguardi', 'social', 'ambientales;•', 'intercambi', 'experient', 'principal', 'desafi', 'recurrent', 'respect', 'cumplimient', 'salvaguardi', 'enfrent', 'equip', 'cicl', 'proyectos;', 'e•', 'incentiv', 'relacion', 'confianz', 'equip', 'esg', 'sector']",Español
331,ITEM-7006,"['develop', 'your', 'car', 'path', 'webin', '-', 'spanish', '/', 'com', 'desarroll', 'carrer', 'profesional', 'objet', 'sesion', 'particip', 'aprend', 'cre', 'propi', 'camin', 'desarroll', 'carrera.', 'comprend', 'import', 'auto-evalu', 'explor', 'mund', 'trabaj', 'fin', 'tom', 'decision', 'efect', 'carrer', 'profesional.']",Español
332,ITEM-71002,"['efect', 'portafoli', 'regul', 'preci', 'medicament', 'cas', 'colombi', 'present', 'com', 'present', 'efect', 'portafoli', 'colombi', 'tras', 'años', 'implement', 'polit', 'regul', 'preci', 'medicament']",Español
333,ITEM-73001,"['modern', 'management', 'for', 'fmp', 'apart', 'reflexion', 'grup', 'particip', 'familiariz', 'signif', 'ser', 'lider', 'futur']",Español
334,ITEM-76001,"['gestion', 'riesg', 'proyect', 'desarroll', 'gestion', 'riesg', 'are', 'conoc', 'direccion', 'proyect', 'objet', 'disminu', 'probabil', 'impact', 'event', 'negat', 'aument', 'event', 'positivos.est', 'curs', 'desarroll', 'siguient', 'competencias:•', 'reconoc', 'import', 'gestion', 'riesg', 'larg', 'vid', 'proyecto.•', 'diferenci', 'riesg', 'problema.•', 'identific', 'riesg', 'proyecto.•', 'registr', 'adecu', 'riesg', 'proyecto.•', 'evalu', 'cualit', 'riesgos.•', 'elabor', 'plan', 'respuest', 'riesg', 'priorizados.•', 'realiz', 'seguimient', 'control', 'riesg', 'proyecto.']",Español
335,ITEM-76003,"['dia', 'gestion', 'proyect', 'social', 'dia', 'gestion', 'proyect', 'social', 'busc', 'establec', 'conexion', 'profesional', 'equip', 'proyect', 'financi', 'bid', 'institu', 'pmps', 'voluntari', 'miembr', 'pmi', 'objet', 'abord', 'ret', 'gestion', 'principal', 'are', 'interes', 'clav', 'comun', 'equip', 'afront', 'proyecto.', 'depend', 'cuan', 'avanz', 'cad', 'equip', 'gestor', 'proyect', 'prov', 'asistent', 'are', '-', 'si', 'necesari', '-', 'form', 'conjunt', 'alcanz', 'hit', 'pre', 'determin', 'sent', 'bas', 'desarroll', 'ejecu', 'futur', 'proyecto.']",Español
336,ITEM-78001,"['plant', 'hidroelectr', 'gener', 'energi', 'v..', 'context', 'compromis', 'banc', 'increment', 'acces', 'pais', 'region', 'energ', 'sosten', 'confiabl', 'asequ', 'division', 'energi', 'propon', 'fortalec', 'conoc', 'grup', 'temat', 'energi', 'hidroelectr', 'diseñ', 'construccion', 'oper', 'manten', 'plant', 'hidroelectricas.', 'tall', 'facilit', 'institut', 'costarricens', 'electr', '(ice)', 'enfoc', 'estudi', 'necesari', 'evalu', 'factibil', 'proyect', 'hidroelectr', 'gestion', 'socio-ambiental', 'mism', 'alcanc', 'diseñ', 'basic', 'final', 'gerenci', 'monitore', 'supervision', 'construccion.']",Español
337,ITEM-79001,"['pmcoach', 'ii', 'desarroll', 'habil', 'interpersonal', 'gestion', 'proyect', 'particul', 'metodolog', 'pmr', 'pod', 'facilit', 'event', 'relacion', 'gestion', 'proyect', '(taller', 'arranqu', 'tip', 'taller', 'proyecto).', 'curs', 'usa', 'metodolog', 'pmr', 'desarroll', 'gui', 'gestion', 'proyect', 'pml', 'combin', 'tecnic', 'facilitacion.']",Español
338,ITEM-79002,"['pmcoach', 'i', 'curs', 'virtual', 'tutor', 'orient', 'fortalec', 'criteri', 'evalu', 'particip', 'respect', 'calid', 'herramient', 'gestion', 'proyecto.', 'curs', 'busc', 'esarroll', 'habil', 'tecnic', 'gestion', 'proyect', 'particul', 'metodolog', 'pmr', 'pod', 'facilit', 'discusion', 'tecnic', 'relacion', 'herramient', 'gestion', 'proyect', 'taller', 'arranqu', 'tip', 'taller', 'proyecto.']",Español
339,ITEM-79004,"['seleccion', '/', 'contrat', 'firm', 'trabaj', 'ejecut', 'banc', '(beo):', 'certif', 'polit', 'gn--', 'seleccion', 'contrat', 'firm', 'consultor', 'trabaj', 'oper', 'ejecut', 'banc', 'contempl', 'existent', 'personal', 'banc', 'consultor', 'dtc', 'certific', 'ocsu', 'interpret', 'aplic', 'polit', 'gui', 'oper', '(op--)', 'asi', 'uso', 'portal.', 'present', 'curs', 'prep', 'present', 'exam', 'certificacion.', 'vez', 'aprob', 'exam', 'autoriz', 'ocsu', 'personal', 'podra:', '(i)', 'asesor', 'jef', 'proyect', 'diferent', 'etap', 'proces', 'seleccion', 'contratacion;', '(ii)', 'dar', '""clearances""', 'segun', 'necesario;', '(iii)', 'entend', 'aplic', 'polit', 'gui', 'operativas.']",Español
340,ITEM-8002,"['creat', 'your', 'ultimat', 'resum', '/', 'com', 'cre', 'curriculum', 'vita', 'webin', 'objet', 'sesion', 'aprend', 'com', 'escrib', 'present', 'utiliz', 'herramient', 'busqued', 'trabaj', 'logr', 'objet', 'especificos.']",Español
341,ITEM-8004,"['estrategi', 'entrev', 'webin', 'objet', 'sesion', 'enseñ', 'particip', 'prepar', 'entrev', 'estil', 'pregunt', 'tipic', 'respuest', 'igual', 'pregunt', 'hac', 'evaluados.']",Español
342,ITEM-81002,"['pma', '-', 'certif', 'asoci', 'gestion', 'proyect', 'desarroll', 'curs', 'objet', 'present', 'herramient', 'modern', 'planif', 'gestion', 'proyect', 'desarroll', 'bas', 'mejor', 'practic', 'internacional', '(pmi', 'prince).', 'program', 'dirig', 'equip', 'proyect', 'ende', 'inscripcion', 'deb', 'realiz', 'equip', 'form', 'individual.el', 'curs', 'capacit', 'asoci', 'gestion', 'proyect', 'desarroll', 'diseñ', 'organiz', 'banc', 'interamerican', 'desarroll', '(bid)', 'part', 'inici', 'gestion', 'proyect', 'result', '(pmr)', 'orient', 'mejor', 'competent', 'gestion', 'proyect', 'equip', 'constitu', 'miembr', 'agenci', 'ejecutor', 'miembr', 'organ', 'enlace.s', 'esper', 'capacit', 'fortalezc', 'facultad', 'planif', 'gerenci', 'proyect', 'equipo.', 'ello', 'busc', 'program', 'baj', 'respons', 'ejecut', 'enfoqu', 'result', 'consider', 'riesg', 'identific', 'traves', 'aplic', 'practic', 'herramient', 'prob', 'gestion', 'proyectos.el', 'curs', 'cost', 'fas', 'virtual', 'seman', 'integr', 'modul', 'aprendizaje.', 'estos', 'vez', 'estructur', 'unidad', 'cuy', 'conten', 'refuerz', 'seri', 'activ', 'individual', 'grupal', 'realiz', 'acompañ', 'tutor.', 'vez', 'complet', 'fas', 'virtual', 'cad', 'equip', 'deb', 'prepar', 'trabaj', 'final', 'tem', 'practic', 'abord', 'curso.', 'component', 'virtual', 'pued', 'complement', 'dos', 'taller', 'presencial', 'comienz', 'final', 'si', 'asi', 'decid', 'equip', 'tutor.duracion:', 'semanasesfuerz', 'estimado:', 'hor', 'semanaminim', 'esfuerz', 'requerido:', 'hor', 'cursovalor:', 'concret', 'facilitador.nivel:', 'intermedioidiomas:', 'español', 'ingles', 'portugues', 'francesestructur', 'cursomodul', '.', 'acta', 'constitu', 'proyect', 'edtmodul', '.', 'cronogramamodul', '.', 'curv', 's', 'matriz', 'adquisicionesmodul', '.', 'matriz', 'riesg', 'matriz', 'comunicacionesmodul', '.', 'matriz', 'asign', 'respons', 'gestion', 'valor', 'ganadoobjetivosal', 'finaliz', 'curs', 'particip', 'deb', 'ser', 'capac', 'de:identific', 'siet', '()', 'pas', 'metodolog', 'pmr.explic', 'diferent', 'proces', 'desarroll', 'siet', '()', 'pas', 'metodolog', 'pmr.aplic', 'siet', '()', 'pas', 'metodolog', 'pmr', 'gestion', 'proyect', 'desarrollo.demostr', 'compromis', 'personal', 'logr', 'objet', 'equipo.']",Español
343,ITEM-81003,"['pml', '-', 'certif', 'liderazg', 'gestion', 'proyect', 'desarroll', 'curs', 'objet', 'present', 'herramient', 'modern', 'planif', 'gestion', 'proyect', 'desarroll', 'bas', 'mejor', 'practic', 'internacional', '(pmi', 'prince).', 'program', 'dirig', 'equip', 'proyect', 'previ', 'seleccionados;', 'moment', 'inscripcion', 'restring', 'particip', 'invitacion.requisit', 'participantel', 'particip', 'deb', 'ser', 'previ', 'seleccion', 'invitados.']",Español
344,ITEM-83002,"['tip', 'product', 'banc', 'convergent', 'curs', 'virtual', 'contien', 'modul', 'autoform', 'present', 'aspectosconceptual', 'evalu', 'conoc', 'pregunt', 'frecuentes.ademas', 'inclu', 'grabacion', 'seminari', 'onlin', 'presentol', 'taxonom', 'product', 'gui', 'pas', 'pas', 'uso', 'convergencia.']",Español
345,ITEM-84001,"['big', 'dat', 'for', 'strategic', 'leadership', '-', 'ven', 'aprend', 'ret', 'oportun', 'plante', 'big', 'dat', 'com', 'abordarlos:', 'cambi', 'paradigm', 'comport', 'com', 'dar', 'primer', 'pas', 'lleg', 'convert', 'compañ', 'dat', 'driven.']",Español
346,ITEM-84002,"['cicl', 'prepar', 'ejecu', 'trabaj', 'econom', 'sectorial', '(esw)', 'insum', 'corp.', '(cip)', 'esws', 'cips', 'product', 'conoc', 'banc', 'desarroll', 'anual', 'caracterist', 'proced', 'establec', 'vps.', 'curs', 'aprend', 'cre', 'oper', 'esw', 'cip', 'convergent', 'cre', 'propuest', 'cad', 'product', 'conocimiento.']",Español
347,ITEM-85001,"['gestion', 'mision', 'convergent', 'curs', 'virtual', 'contien', 'modul', 'interact', 'present', 'definicion', 'principal', 'caracterist', 'proces', 'mision', 'banc', 'evalu', 'conocimiento.', 'ademas', 'inclu', 'grabacion', 'taller', 'capacit', 'onlin', 'realiz', 'moment', 'lanzamient', 'modul', 'gui', 'pas', 'pas', 'uso', 'convergencia.']",Español
348,ITEM-85002,"['salvaguardi', 'ambiental', 'social', '(esg)', 'curs', 'virtual', 'contien', 'modul', 'autoform', 'present', 'aspect', 'conceptuales.', 'ademas', 'inclu', 'grabacion', 'taller', 'capacit', 'onlin', 'realiz', 'moment', 'lanzamient', 'modul', 'pregunt', 'frecuent', 'gui', 'pas', 'pas', 'uso', 'convergencia.']",Español
349,ITEM-86001,"['project', 'management', 'for', 'development', 'professionals', 'curs', 'virtual', 'tutor', 'traves', 'activ', 'sincron', 'asincron', 'introduc', 'principal', 'concept', 'herramient', 'planif', 'gestion', 'previst', 'metodolog', 'pmr.', 'objet', 'fortalec', 'conoc', 'habil', 'planif', 'gerenci', 'proyectos.']",Español
350,ITEM-87001,"['capacit', 'gestion', 'desempeñ', 'jef', 'seccion', 'sec']",Español
351,ITEM-90002,"['elegibil', 'fond', 'cooper', 'tecnic', 'reembols', 'convergent', 'comprend', 'proces', 'elegibil', 'fond', 'cooper', 'tecnic', 'reembols', 'ctnr.', 'asim', 'particip', 'podran', 'prepar', 'abstract', 'ctnr', 'inici', 'proces', 'identif', 'fond', 'hac', 'seguimient', 'proces', 'elegibilidad.']",Español
352,ITEM-90003,"['tall', 'capacit', 'gestion', 'desempeñ', 'staff', 'sec']",Español
353,ITEM-91001,"['tableau', 'training', 'objet', 'sesion', 'principal', 'inform', 'particip', 'product', 'existent', 'termin', 'dat', 'form', 'pued', 'aprovech', 'recurs', 'evit', 'duplicidad.', 'lad', 'sesion', 'busc', 'dej', 'conoc', 'cual', 'fuent', 'dat', 'oficial', 'usuari', 'pued', 'utilizarlas.']",Español
354,ITEM-92001,"['estrategi', 'comun', '|', 'flagship', 'ifd', '|', 'tramit']",Español
355,ITEM-94001,"['conversatori', 'juan', 'rad', 'convers', 'marc', 'general', 'tendenci', 'digital', 'sector', 'social', 'desafi', 'polit', 'publica.']",Español
356,ITEM-94002,"['transferent', 'conoc', 'oper', 'objet', 'gerenci', 'sector', 'social', '(scl/scl)', 'coordin', 'transferent', 'conoc', 'expert', 'banc', 'tem', 'operativos.']",Español
357,ITEM-95003,"['infolinks', '-', 'español', 'curs', 'infolinks', 'mostr', 'com', 'prepar', 'cre', 'public', 'anunci', 'part', 'departamento.', 'curs', 'inclu', 'instruccion', 'vide', 'lectur', 'examen.']",Español
358,ITEM-97001,"['capacit', 'comun', 'personal', 'cof', 'panam', 'capacit', 'comun', 'personal', 'cof', 'panam']",Español
359,ITEM-99001,"['transferent', 'conoc', 'tem', 'tecnic', 'objet', 'gerenci', 'sector', 'social', '(scl/scl)', 'coordin', 'transferent', 'conoc', 'expert', 'banc', 'tem', 'tecnic']",Español
360,ITEM-99003,"['transferent', 'conoc', 'tem', 'administr', 'objet', 'gerenci', 'sector', 'social', '(scl/scl)', 'coordin', 'transferent', 'conoc', 'expert', 'banc', 'tem', 'administr']",Español
