Topic Modeling Id - New Index,Item ID,Title/Description,Idioma
250,ITEM-187076,Digital technology and economic transformation This seminar is offerd by a partnership between the IDB the Caribbean Central American Action (CCAA) and Mastercard.  The seminar is inteneded to engage participants in a convesation on digital technology and economic transformation.  Technology is providing access to the transformational tools that allow underserved populations and SME’s to integrate effectively into society and into the value chain opening up economic and trade opportunities that would have previously been unattainable. This session roundtable will bring together decision-makers and stakeholders for a discussion on the technologies that are building sustainable islands.Topics will include:	Building Smart and Sustainable Islands: Creating resilient societies and the enabling the ecosystem for digital transactions	Harnessing Trade for Growth: Enabling regional SMEs to enter global commerce	Tourism as a catalyst for growth and resilienceThis program is by invitation only.,Ingles
251,ITEM-187077,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
252,ITEM-187078,“Data Science for Social Good: Case Studies Opportunities and Challenges” Can data science help reduce police violence and misconduct? Can it help increase retention of patients in care? Can it help prevent children from getting lead poisoning? Can it help cities better target limited resources to improve lives of citizens? We're all aware of the hype around data science and related buzzwords right now but turning this hype into social impact takes cross-disciplinary training teams and methods. In this talk we'll discuss lessons learned at Data Science for Social Good Fellowship while working on dozens of data science projects over the past few years with non-profits and governments on high-impact public policy and social challenges in criminal justice public health education economic development public safety workforce training and urban infrastructure.,Ingles
253,ITEM-187080,HUD Reginal Policy Dialogue & Caribbean Urban Forum To support a Caribbean-specific sub-regional policy dialogue to identify common solutions for the area’s most pressing housing and urban development challenges.,Ingles
254,ITEM-187091,Effective Techniques for Becoming the Trusted Advisor IDB auditors work in an environment that is at the forefront of organizational change. The Department aims to be an effective business partner. This competency will be the backdrop for the one and one-half day training session and its program will provide the participants with techniques they can use to function as the trusted advisor and strategic partner to their constituents.,Ingles
255,ITEM-187111,In-house Clinic for Retirees This course is dedicated for retirees of the IDBG to learn about the new portal and access to pertinent retirement information.,Ingles
256,ITEM-187114,BBL  Preserving Lake Kinneret and the Red Sea–Dead Sea Conveyance Project Two critical initiative for sustainability and climate resilience,Ingles
257,ITEM-187115,Group Language Class- SP Language and Culture Program- Group Classes Session I,Ingles
258,ITEM-187116,BBL Water.org Leveraging domestic resources to achieve last-mile access to water and sanitation,Ingles
259,ITEM-187118,BBL ESW: Raw Competition: Analysis of the Food-Energy-Water Nexus in Chile and Perú Analysis of the Food-Energy-Water Nexus in Chile and Perú,Ingles
260,ITEM-187119,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
261,ITEM-187122,Tracking Global Surface Water Dynamics from the Space Present the The Global Water Watch model,Ingles
262,ITEM-187123,"INE Talks - Special Conference: ""Innovation in the Utilities of the Future"" - Dr Fereidoon SioshansI Presentation and Discussion with Dr Freidoon Sioshansi",Ingles
263,ITEM-187124,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
264,ITEM-187127,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
265,ITEM-187132,Launch CaSA Program This event will launch the Capacity Building Asset Management and Advisory Serices Pilot (CaSA) Program. This session is the kick-off event of the Working Work.,Ingles
266,ITEM-187133,Savvy FIN Women Luncheon This session is part of the Women’s Career Energizer Program and will promote an exchange of office savvy experience between senior FIN Women and the WCEP cohort.,Ingles
267,ITEM-187136,th High-Level Forum of Caribbean Ministers Responsible for Water To bring together ministers technical advisors and development partners in a high level politicaland policy forum to review and provide endorsement and support for the Strategic Action Plan(SAP) for Governance and Building Climate Resilience in the Water Sector in the Caribbean.,Ingles
268,ITEM-187138,Taller Sinergias de Comunicación IFD-KIC To learn about IFD division communicators roles and reinforce knowledge of the IDB Communications GuideTo build trust and foster collaboration among IFD communicators and the front officeTo understand the communicators roles in their respective unitsTo receive feedback and suggestions for KIC potential services,Ingles
269,ITEM-187141,TRD Learning Series: IDB Art Collection Tour Tour/Presentación.,Español
270,ITEM-187143,Learn the basics of American Sign Language During these six sessions you will learn the basics of American Sign Language! Hurry up and register there are only  slots available!The instructor is Dayamarali Espinosa IDB Intern (Born deaf speaks  languages loves to dance hear music and learn languages and culture.  A former violin player.) sessions – Fridays (From July  to August ) + Wednesday August : – :pmClassroom: SW,Ingles
271,ITEM-187144,Working with the Media Learn how to prepare for and give an interview with media.,Ingles
272,ITEM-187145,Orientation Seminar for IDB Invest's New Employees July  The purpose of the Orientation Seminar for IDB Invest’s New Employees is to shorten the learning curve of new employees and facilitate their integration into the IDB Invest Culture. The Orientation seminar is an opportunity to learn about the key aspects of IDB Invest’s business and interact with management and colleagues.,Ingles
273,ITEM-187146,Orientation Seminar for IDB Invest's New Employees July  - HR HR Session,Ingles
274,ITEM-187147,Orientation Seminar for IDB Invest's New Employees July  - Ethic Ethic Session,Ingles
275,ITEM-187150,GEOLAC  - Pre and Post IDB Meetings of Geothermal Congress for Latin America and the Caribbean Geothermal Power in Mexico; FROM NORTH TO SOUTH: CHALLENGES AND LESSONS LEARNEDGEOTHERMAL INITIATIVES IN LATIN AMERICA,Ingles
276,ITEM-187151,White Paper Cutting Edge Metropolitan Governance in Latin America and the Caribbean This will involve some Literature Review of scholarly material in the fields of Common Pool Resources Game Theory and Political Economy as they pertain to Metropolitan Governance but will mostly focus on the applications of the ICA framework itself to metropolitan governance in LAC,Ingles
277,ITEM-187152,Working with virtual teams - Workshop The objective of this training is to provide effective facilitation techniques to plan and implement a knowledge transfer process.,Ingles
278,ITEM-187153,BWise Training TBD.,Ingles
279,ITEM-187154,Train the Trainers The objective of this session is to build trust within the teams communicate more effectively with remote teams and overcome the inherent challenges of working virtually.,Ingles
280,ITEM-187158,ezShare Training This training course provides an insight into ezShare the official IDB Group Document Repository teaching you how to upload and edit business documents and collaborate using this tool.During the training session you will learn records management best practices and ezShare functionalities as you participate in an interactive demonstration and practice with hands on exercises.,Ingles
281,ITEM-187160,English  - HQ Group Classes - Language and Culture Program,Ingles
282,ITEM-187163,Workshop FDC/IDB:  Transportation Infrastructure in Brazil – opportunities to private/public investm,Ingles
283,ITEM-187164,TRD Learning Series: How to Prepare Your Work Plan This workshop will help you review the steps to prepare your work plan.Instructor: Armando JustoLocation: SE-,Ingles
284,ITEM-187165,TRD Learning Series: Déjà Vu Training (Basic Level) Learn how to align files and use macros to facilitate alignment upload documents to create a translation project pretranslate and export documents learn shortcuts and more!Instructor: Etinenne TessierLocation: NE-,Ingles
285,ITEM-187166,TRD Learning Series: SharePoint This session has been designed to hone participants' skills to customize update and edit SharePoint Sites.  By the end of the session participants will be able to describe SharePoint organization and key functionalities such as:. How to use ribbon tools. How to administer security user and groups. How to add and edit content. How to edit and configure page layouts. How to set library settings and alerts,Ingles
286,ITEM-187168,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
287,ITEM-187169,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
288,ITEM-187170,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
289,ITEM-187171,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
290,ITEM-187172,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
291,ITEM-187173,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
292,ITEM-187174,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
293,ITEM-187175,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
294,ITEM-187176,Digital Justice | Institutional Priority Institutional Priority Fund | Digital Justice Project,Ingles
295,ITEM-187177,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
296,ITEM-187178,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
297,ITEM-187179,Spanish Class- SP Live Online Group Classes - Language and Culture Program,Ingles
298,ITEM-187180,Chinese Training | Standard Mandarin Chinese classes previous to the  Annual meeting,Ingles
299,ITEM-187183,Digital technologies for the energy sector To build and extend knowledge in the mentioned areas ENE in cooperation with KNL will organize a cutting-edge knowledge event on the potential of digital technologies for the energy sector. the event will include company government and academic experts to discuss possible solutions for specific problems in the energy sector using the latest digital technologies.,Ingles
300,ITEM-187187, GCM Team Building Event Team members will have fun unplug from the day to day and build stronger relationships with their colleagues. These relationships will enhance work flow among the unit resulting in a more effective delivery of expected results.,Ingles
301,ITEM-187191,Greening the Tech Revolution Cutting edge ICS-CSD,Ingles
302,ITEM-187192,Purchase Order Forms in SISCOR  This session will help participants familiarize themselves with the process to prepare purchase order forms to facilitate the purchase of goods and services.,Ingles
303,ITEM-187193,Demystifying the Administrative Budget Demystifying the Administrative Budget,Ingles
304,ITEM-187194,PIMSEC Brown Bag Lunch Interactive Session with a team from Jamaica's Public Investment Management Secretariat (PIMSEC) to facilitate a clearer understanding of their role in reviewing and approving all projects in Jamaica to facilitate fiscal space allocation (including IDB projects).,Ingles
305,ITEM-187195,SISCOR & EZShare This session will help participants use both programs,Ingles
306,ITEM-187196,IDB Procurement Certification Exam This session will help participants prepare for the June - Certification Exam.,Ingles
307,ITEM-187197,Partial Use of Country Systems Internal Q&A Session about implementation of Partial Use of the National Procurement System of Jamaica in IDB Financed Projects. The purpose of this session is to foster discussion on how the implementation of the agreement will affect the efficiency of execution for CJA .,Ingles
308,ITEM-187199,Unleash Your Potential With EQ Emotional inteligence and how it plays out in your personal and professional life.,Ingles
309,ITEM-187200,Partial Use of Country Systems for PEUs Q&A Session about the implementation of Partial Use of the National Procurement System of Jamaica in IDB Financed Projects. The session will foster discussion on how the implementation of the agreement will affect the efficiency of execution for CJA .,Ingles
310,ITEM-187201,MIT Media Lab Spring Meeting Live Stream of MIT Media Lab Spring Meetings showcasing technological applications at the MIT Labs. Session served to motivate stakeholder groups to explore technological options available globally to solve some of Jamaica's problems that could lead to a faster pace of development.,Ingles
311,ITEM-187202,Institutional Capacity Strengthening Risk Workshop Participatory workshop with the key public officials of the Ministry of Health (MOH) and other Executing Agency stakeholders to discuss the results of the Institutional Capacity Analysis the risks the results pose for the loan executing mechanism and alternative arrangements to assure against these.,Ingles
312,ITEM-187203,Leadership Workshop for Permanent Secretaries Participatory workshop for Permanent Secretaries on Managing and Leading People,Ingles
313,ITEM-187204,Strengthening Jamaica's Long-Term Planning Capacity The PIOJ foresighting exercise consisted of a series of workshops and seminars geared towards the simulation of dialogue and insight on innovation competitiveness and sustainable strategies in order to help shape PIOJ's strategic coordination and advisory functions within Jamaica.,Ingles
314,ITEM-187205,SEMINARIOS RELÁMPAGO IFD  ,Español
315,ITEM-187209,CODER PIZZA PARTY Meet colleagues passionate about tech sharing their experience promoting developing and using open source technology.,Ingles
316,ITEM-187210,All about Convergence for MIF (English Session) The MIF in coordination with ITE is pleased to invite you to the virtual training session: “ALL ABOUT CONVERGENCE”The workshop will cover practical issues of the most used modules of the Convergence system such as creation of operations strategic alignment contractual clauses and others.Webex session: https://iadb.webex.com/iadb/j.php?MTID=mdbdbfaaf,Ingles
317,ITEM-187212,Skills for the Digital Economy | Cutting Edge CTI Cutting Edge CTI | Skills for the Digital Economy,Ingles
318,ITEM-187213,New Trends on Innovation Ecosystems | Cutting Edge Cutting edge CTI | New Trends on Innovation Ecosystems,Ingles
319,ITEM-187216,Workshop Acquifer Storage and REcovery (ASR) A workshop to address the key challenges and opportunities in the Caribbean.,Ingles
320,ITEM-187217,Custom Workshop: Delivering the Perfect Message to SEC's Clients One of SEC's responsibilities is to gather and disseminate technical information to internal as well as external clients. In this course participants will have the opportunity to learn to develop templates forms custom texts and to enhance the way messages are appropriately developed presented and delivered according to the particular audiences.,Ingles
321,ITEM-187218,TEST ITEM - DO NOT  USE TEST ITEM - DO NOT  USE,Ingles
322,ITEM-187219,Workshop: Enabling Greater Capacity Innovation and Performance In this course participants will learn methodologies that can help them achieve the ideal productive state: a management system that helps individuals and organizations bring order to chaos enabling greater capacity innovation and performance.,Ingles
323,ITEM-187220,CEB - Risk Management Leadership Council Blended modality training for research and insight on risk management decisions and diagnostic tools proven best practices.,Ingles
324,ITEM-187222,SEC/ISD Follow-up Workshop Follow up workshop for SEC/ISD implementing new tools and reinforce skills as a result of the team building workshop building bridges to improve effectiveness:• Increase and improve alignment as the ISO team• Enhance working relationships amongst team members.• Promote better internal communication and greater collaboration.,Ingles
325,ITEM-187223,Webinar - Loan Based on Results Lessons learned on the investment lending instrument: Loans Based on Results,Ingles
326,ITEM-187224,RAROC Tool Update - Corporate -  Julio  A quick training session of the RAROC Tool that has been recently updated at the Tools and Portal/Resources/Market & Operational Risk webpages.,Ingles
327,ITEM-187225,Project Monitorig and Evaluation for Government Officials PEUs PIU IDB Operations team Face to face course delivered by the International Law Institute,Ingles
328,ITEM-187226,Procurement Fair Procurement Fair with CDB for Project Managers Procurement Officers PIU IDB,Ingles
329,ITEM-187227,Public Expenditure and Financial Accountability (PEFA) Training Training on the PEFA  methodology in which the PEFA Secretariat will address the main aspects of the updated methodology.,Ingles
330,ITEM-187228,Access to Information Policy: Course for IDB Employees This course was designed for IDB employees to help them identify the fundamental aspects of the Access to Information Policy and the critical factors for its implementation. Additionally IDB employees will recognize their role in compliance with the Policy at the IDB.,Ingles
331,ITEM-187230,New IDB Internship Programs Guidelines: An Overview A session to introduce the terms and conditions of the new IDB Internship Programs in HQ Country Offices Office of Asia Office of Europe and INTAL.,Ingles
332,ITEM-187231,IDB Internship Programs Guidelines: An Overview An overview of the terms and conditions of the new IDB Internship Guidelines for HQ Country Offices Office of Asia Office of Europe and INTAL.,Ingles
333,ITEM-187232,IDB Internship Programs Guidelines: An Overview An overview of the terms and conditions of the new IDB Internship Guidelines for HQ Country Offices Office of Asia Office of Europe and INTAL.,Ingles
334,ITEM-187239,Ethical Leadership for IDB Employees This course was designed for IDB employees. It provides a review of the Code of Ethics and Profressional Conduct to help employees understand their role in promoting a positive and productive workplace.,Ingles
335,ITEM-187240,Climate Change Online course related to the topic,Ingles
336,ITEM-187242,Investigative Audit Training Interactive training on Audit and Forensic Investigation for OII Team,Ingles
337,ITEM-187243,Workshop Wastewater management in the era of a circular economy Workshop Wastewater management in the era of a circular economy,Ingles
338,ITEM-187245,IDB’s  flagship report “Development in the Americas” (DIA) Workshop This workshop will focus on Latin America and the Caribbean’s (LAC) integration into the global economy. Despite the more than a quarter of a century “experiment” with pro-trade and investment policies which evolved against a background of seismic changes in the world economy-- from the rise of mega economies to disruptive technological changes to radical shifts in the political economy of globalization--the region has yet to fully draw the relevant lessons to inform its current and future policy agenda.,Ingles
339,ITEM-187253,English  - HQ Group Classes - Language and Culture Program,Ingles
340,ITEM-187254,English  - HQ Group Classes - Language and Culture Program,Ingles
341,ITEM-187255,English  - HQ Group Classes - Language and Culture Program,Ingles
342,ITEM-187256,English  - HQ Group Classes - Language and Culture Program,Ingles
343,ITEM-187259,Strategic Leadership for Environmental and Social Safeguards Workshop Workshop for senior specialists and unit chief to address policy issues identified throught the first semester and to define priorities moving forward.,Ingles
344,ITEM-187261,ESG Values Workshop Workshop with ESG staff and consultants to establish unit values and priorities.,Ingles
345,ITEM-187262,Policy and Procedures for personnel with Corporate Procurement responsibilities in Country Offices Policy and Procedures for personnel with Corporate Procurement responsibilities in Country Offices,Ingles
346,ITEM-187265,French  - HQ Group Classes - Language and Culture Program,Ingles
347,ITEM-187266,French  - HQ Group Classes - Language Program,Ingles
348,ITEM-187268,French  - HQ Group Classes - Language and Culture Program,Ingles
349,ITEM-187270,French  - HQ Group Classes - Language and Culture Program,Ingles
350,ITEM-187271,French  - HQ Group Classes - Language and Culture Program,Ingles
351,ITEM-187273,Applying Behavioral Insights in the Design of Public Policy - Semana de Economistas Following two successful programs for the IDB leadership and technical staff respectively we propose a  day program led by faculty chair Professor Brigitte Madrian who has rethought her core content in the context of the experience responsibility and training of the cohort of IDB Country Economists. For this program curriculum Professor Madrian has designed a program based on her world-leading research and leadership in the field and has secured Professor David Laibson current Chair of Economics for Harvard University. Professors Madrian and Laibson were instrumental in early research in this field most well-known in the context of their collaboration around pensions defaulting in the UK US and other countries.Given the IDB Country Economists’ extensive training and experience in economics Professor Madrian has designed an intensive program building on this knowledge and experience to impart current cutting edge research by Professor Laibson in her own purview and by colleagues across Harvard and the world (including recent research on Behavioral Economics and Equality by Design by Professor Iris Bohnet in a lunchtime session) and thinking this through in the context of the country-based view of the corps of Country Economists.,Ingles
352,ITEM-187274,Portuguese  - HQ Group Classes - Language and Culture Program,Ingles
353,ITEM-187275,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
354,ITEM-187276,CBL Country Team Workshop - Innovation & Emotional Intelligence CBL proposes to host a -day workshop on Emotional Intelligence and Innovation over the period September  and  .  The workshop will bring together the full Country Team i.e. all  personnel that are an integral part of the design execution and monitoring of our portfolio and the preparation of our Country Strategy whether based in the Country Office or that provide support from Headquarters or other Country Offices and including project team leaders/sector specialists. Through the workshop we hope to set the stage for innovative thinking and chart the way forward for Belize in the context of the current Country Strategy. The specific objectives of the workshop are to () strengthen Country Team skills in emotional intelligence and innovation and () develop a draft innovation action plan to  in line with the goals and objectives of the CID Innovation Action Plan.,Ingles
355,ITEM-187278,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
356,ITEM-187279,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
357,ITEM-187282,Introduction to R and Visualization - Data Science Academy Online Training The Introduction to R and Visualization course teaches new data science skill sets with the support of instrucIonal videos. It is designed for individuals without a programming background. By the end of this course you will be able to: use R an easy to learn programming language to quickly manipulate clean and visualize large amounts of data.,Ingles
358,ITEM-187283,Clustering and Finding Patterns - Data Science Online Technical The Clustering and Finding Patterns course is designed for students with a basic familiarity with R and some experience with data analysis and data manipulation. Students will learn how to frame a problem to find new patterns in data perform different types of clustering analysis to find those patterns and evaluate the quality and relevance of the results. By the end of this course you will be able to: find latent patterns and groups in different types of data evaluate the accuracy and effectiveness of clustering analysis and understand the purpose and implications of what clustering methods can and cannot achieve.,Ingles
359,ITEM-187284, LEG Workshop This is the annual workshop of the Legal Department.,Ingles
360,ITEM-187288,Spanish  - HQ Group Classes - Langauge and Culture Program,Ingles
361,ITEM-187289,Sprint to Document Knowledge Sharing Methodologies Documentathon with KLD team leaders,Ingles
362,ITEM-187291,Social Workshop on Consultation Indigenous Peoples Policy and Gender Meeting of the social practice group to discuss key issues in social safeguards policies,Ingles
363,ITEM-187294,Fundamentals of Sovereign Guaranteed Operations Workshop On boarding video - Fundamentals of Sovereign Guaranteed Operations Workshop,Ingles
364,ITEM-187295,Design and implementation of Artificial Intelligence (AI) solutions Design and implementation of Artificial Intelligence (AI) solutions,Ingles
365,ITEM-187296,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
366,ITEM-187299,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
367,ITEM-187300,Spanish  - Caribbean Live Online Group Classes - Language and Culture Program,Ingles
368,ITEM-187302,Videos of experts on behavioral economics Production of videos of interviews with experts on Behavioral Economics,Ingles
369,ITEM-187304,Taller de Media Training Taller de Media Training,Ingles
370,ITEM-187309,Learning Exchange for Contingency Credit Facility Implementation This exchange is between operational staff in the Country Office of Ecuador and Operation Analysts of four Country Offices in the Caribbean.  On one hand Ecuador is an example of successful implementation of the Contingent Loan by meeting all the Programs triggers – disbursement request within  days following the disaster; implementation of emergency activities within  days of the disaster; and submission of Report on financial spending and progress made one year following the disaster.On the other hand  Bahamas Barbados Jamaica and Suriname are countries afflicted regularly by natural disasters and the IDB wants to be in a position to respond effectively to governments'erquest for assistance.  To this end this learning exchange offers an  excellent opportunity to learn (i)  what operational preparations were made prior to and during each trigger stage of the Program; (ii)  about  the planning made and executed by the Government of Ecuador from their Ministry of Finance Ecuador’s Disaster Management Agency; and other required Ministries; (iii)  the challenges faced by the Ministries and National Agencies involved and way the challenges were managed; (iv) visit some of the rebuilt sites to better understand why they were selected as emergency activities and  (v) If applicable learn of the communication strategies used to implement the CCF..,Ingles
371,ITEM-187312,Curso PCR PCR,Español
372,ITEM-187314,Behavioral Economics  This tailor-made workshop has been designed for key operational specialists of VPC with the aim of helping participants familiarize themselves with the field of behavioral economics and how it can be used in IDB projects.The workshop will cover  modules:.	Introduction to Behavioral Economics: What are the basics?.	Applied Behavioral Economics: What are some examples by theme?.	Behavioral Economics at the Bank: What has the Bank done?.	Working with Behavioral Economics: How to make it work for us?,Ingles
373,ITEM-187318,Digital Inclusion of Indigenous Peoples: Important Considerations for Developing Implementing and E Attempts to bridge the digital divide and leverage new technologies to diminish the disparities indigenous people face should take into account specific considerations to increase effectiveness.  Through various examples of ICTD for indigenous peoples the workshop will address issues processes methods and tools that are critical to strengthening effectiveness when developing deploying and evaluating IT programs for indigenous peoples in rural and remote areas.,Ingles
374,ITEM-187323,RAROC Tool Update- INO/FLI - Agosto  RAROC Tool Update- INO/FLI -  Agosto ,Ingles
375,ITEM-187327,Innovations for Prisoner REhabilitation Cutting edge ICS | Innovation for Priisoner Rehabilitation,Ingles
376,ITEM-187330,Ethics Refresher  Ethics Refresher ,Ingles
377,ITEM-187334,Leveling Course: Global Capital Markets - Along the Capital Stack The intended outcome of this -day workshop spanning an array of different finance related topics is to elevate the level of financial knowledge of ORP team members.  By enhancing your financial knowledge you will be able to have more confident conversations with those finance partners and will more easily gain the trust and credibility required to develop and strengthen alliances and partnerships with certain parties specifically those within the finance community.,Ingles
378,ITEM-187335,Deloitte Blockchain training for MIF Blockchain training for MIF by Deloitte,Ingles
379,ITEM-187336, Global Practice Analysis Survey Results In this workshop participants will learn about the most relevant tasks skills and critical knowledge indetified and ranked by financial Risk Managers worldwide.,Ingles
380,ITEM-187337,Operational Risk Management - Multilaterals and focal points Add description,Ingles
381,ITEM-187339,Designing Us MIF is developing a plan to achieve exponential impact and ensure the coming years are the most exciting and positive in our history.,Ingles
382,ITEM-187340,Workshop Digital Synergies | IFD & SCL A workshop aimed at creating a collaboration among IFD and SCL divisions when finding common areas of work such as digital skills digital identity digitalization of citizens services among others. The workshop will help the teams to build a shared vision on how to tackle common topics and provide tools to identify synergies and opportunities that could enhance the impact of the work they do in the region.,Ingles
383,ITEM-187341,Designing Us Day  MIF is developing a plan to achieve exponential impact and ensure the coming years are the most exciting and positive in our history.,Ingles
384,ITEM-19001,Team Leadership Program - TLP The goal of this course is to prepare participants to handle the various challenges they will face in team leadership. The Program supports self-reflection and skill development by creating changes in each participant's internal dialogue through interactive role-playing self-assessment measures group discussions exercises and interactive lectures. These activities will enhance each participant's development of their own unique leadership capabilities.,Ingles
385,ITEM-20002,FIN Guidelines Provide an informational session for IDB Invest on the FIN Guidelines for legacy and cross-booked operations.,Ingles
386,ITEM-21001,People Managers A -day hands-on workshop to enhance effectiveness of staff with People Managers responsibilities.A mandatory program for Supervisors and pre-requisite to join other leadership programs.,Ingles
387,ITEM-21002,People Managers - IDB Invest A -day hands-on workshop to enhance effectiveness of staff with People Managers responsibilities.A mandatory program for Supervisors and pre-requisite to join other leadership programs.,Ingles
388,ITEM-22001,Briefing Session for Interns Supervisors ,Ingles
389,ITEM-22002,Welcome Orientation Session for Interns ,Ingles
390,ITEM-22003,Effective Presentations Skills for IDB Interns ,Ingles
391,ITEM-22004,Closing Event  Winter Internship Program Winter Interns share their pitches about their internship  experience practicing recently enhanced presentation skills acquired with Dale Carnegie Training and the IDB Toast Masters Club,Ingles
392,ITEM-23001,K&L Management Platform Training for Learning Coordinators During this session we will cover:) Planning) Activity Management) Financial MonitoringYou will be able to perform all actions in the new K&L Management Platform,Ingles
393,ITEM-24001,Managing Your Social Media Presence In this training you will be able to: () understand how personal and professional paths are crossed and affected by social media; () learn about best practices for sharing content and engaging on social media; () familiarize yourself with the key elements to build an influential and smart social media presence; and () manage your online profile and content responsibly so it is aligned with IDB policies.,Ingles
394,ITEM-25001,IDB Ethics Refresher Course This course provides a review of the Code of Ethics and Professional Conduct. At the end of this course you will explore the role of ethics in your work and refresh your memory on the Code of Ethics and Professional Conduct; Apply your skills to case scenarios which reflect current ethics-related issues at the IDB; and become more familiar with the resources available to assist you in addressing questions concerns and grievances. To enroll and take this course you should have already completed the mandatory core ethics course either in a face-to-face workshop or online.,Ingles
395,ITEM-27001,ITE Shared Services Workshop The objectives of the workshop are to review the goals accomplished in  and share in detail the plans and goals of  for the ITE Shared Services and for the ITE Department.,Ingles
396,ITEM-28001,Code of Conduct Workshop The workshop will introduce the Code of Conduct for the Board as well as updates to the Board of Executive Directors of the Inter-American Development Bank the IDB Invest and the Donors Committee of the Multilateral Investment Fund.,Ingles
397,ITEM-30001,K&L Management Platform Training for Learning Coordinators from Country Offices ) Planning (In depth)) Activity Management) Financial Monitoring,Ingles
398,ITEM-30002,Applying Behavioral Insights to the Design of Public Policy Led by a renowned group of scholars and practitioners working in this rapidly expanding field this program will introduce you to cutting-edge research from various social science disciplines and how these can be used to build more effective policies. You will examine how behavioral insights can inform the development of nontraditional policy tools and why these can be more impactful and cost-effective than traditional policy tools.,Ingles
399,ITEM-3001,"Meet ""My Learning Portal"" Join us for a short walk through of the features of the IDB Group’s new “My Learning” portal.  Learn how to explore opportunities for learning that will enhance your productivity and work experience!",Ingles
400,ITEM-35001,Climate Change and Energy: Policymaking for the Long Term Developed by Harvard Kennedy School faculty Climate Change and Energy: Policymaking for the Long Term is a week-long executive program convening policymakers and corporate leaders from around the world to consider:  the facts about climate change and its impacts; potential policies to address climate change; why some governments might choose to address climate change more or less vigorously; and how sub-national governments and non-governmental actors might complement action by national governments.,Ingles
401,ITEM-36001,SAP Time and Attendance for Consultants An employee’s time reporting is a critical function for the IDB as it captures the effort that employees spend working on different Bank products and activities. Time reporting is essential to increase the culture of transparency accountability and cost efficiency at the Bank. In this -minute course you will learn about why Time Reporting is fundamental to the Bank’s proper administration as well as how to enter your time and attendance in the SAP Timesheet.,Ingles
402,ITEM-37001,Leading Successful Programs: Using Evidence to Assess Effectiveness Leading Successful Programs: Using Evidence to Assess Effectiveness is an executive program that will help you answer these critical questions. We will challenge you to rethink your programs' goals and reassess how you gather evaluate and use data to determine their effectiveness. The curriculum will also equip you with the tools you need to design policy and implement more effective programs.,Ingles
403,ITEM-37002,Macro-Financial Policymaking in Emerging Markets Columbia University School of International and Public Affairs (SIPA) and the Inter-American Development Bank (IDB) have developed a course on macro-financial policymaking in emerging markets.The goal of this executive training program is to help world practitioners design and implement macroeconomic and financial policies in a cohesive and comprehensive fashion based on state-of-the-art emerging-market knowledge.This program is designed for the experienced global policymaker from Emerging Market governments as well as international financial institutions.  It covers macro-financial analytical issues and provides quantitative tools such as growth vulnerability to external factors international liquidity and vulnerability to financial crises fiscal vulnerability to Sudden Stops and banking stress tests.,Ingles
404,ITEM-38002,Data Analytics Intermediate Workshop Data Society provides a comprehensive suite of conceptual and technical data science workshops for executives and analysts. Clients learn by applying data science methods to real world situations and data sets from a variety of domains which improves retention and makes them more versatile leaders and analysts.,Ingles
405,ITEM-38003,Public-Private Partnerships and Concessions: Design implementation and Challenges The overall global experience with PPPs has had mixed reviews suggesting that it is the time to take stock and answer the following essential questions: Under what conditions are PPPs preferable when compared to traditional public investment projects or to privatization? And when a government decides to use a PPP how should the contract be designed and what should be the institutional framework for PPPs?We will address these issues in this course. During the process of answering these questions we will make use of a diverse range of concepts and knowledge in economics including decision-making under uncertainty public finance contract theory agency theory and political economy. We will study specific experiences related to PPPs with focus on Latin American and Caribbean cases.The course is structured based on the book “The Economics of Public-Private Partnerships: A Basic Guide” (Cambridge University Press ) written by Eduardo Engel Ronald Fischer and Alexander Galetovic. Each student will receive a copy of this and other relevant publications at the beginning of the course.,Ingles
406,ITEM-4001,Managing Teams and Leading People With the objective of addressing the results of the  Leadership Assessment this program aims at supporting IDB Leaders to develop people and strengthen teams to deliver results through strengthening individual self-awareness optimizing team effectiveness and sustaining a focus on results. The program is highly interactive with a focus on practice through experiential activities and roles play individual reflection and group discussions.,Ingles
407,ITEM-4003,Working Mama  Coaching groups for women organizational executives who as parents seek their own answers to today's headline-inspiring questions around how to optimally align one's professional and personal aspirations.,Ingles
