Topic Modeling Id - New Index,Item ID,Title/Description,Idioma
152,ITEM-186102,"['develop', 'implement', 'methodolog', 'estim', 'cost', 'skill', 'develop', 'program', 'develop', 'rigor', 'methodolog', 'estim', 'cost', 'skill', 'develop', 'program', 'applic', 'methodolog', 'consist', 'standard', 'way', 'estim', 'cost', 'altern', 'intervent', 'seek', 'improv', 'learn', 'primari', 'education.', 'particular', 'analysi', 'seek', 'estim', 'year', 'per-stud', 'cost', 'implement', 'intervent', 'scale', 'govern', 'region.', 'cost', 'effect', 'differ', 'polici', 'option', 'estim', 'differ', 'countri', 'region', 'chile', 'colombia', 'guatemala', 'enhanc', 'relev', 'inform', 'provid', 'website.']",Ingles
153,ITEM-186103,"['skillsbank', 're-design', 'includ', 'cost', 'inform', 're-design', 'tool/websit', 'skillsbank', 'ican', 'includ', 'inform', 'cost', 'skill', 'develop', 'program']",Ingles
154,ITEM-186104,"['workshop', 'present', 'cost', 'methodolog', 'estim', 'tool', 'organ', 'intern', 'workshop', 'cost', 'estim', 'skill', 'develop', 'program', 'present', 'develop', 'methodolog', 'practic', 'tool', 'bank', 'staff', 'consult', 'learn', 'adopt', 'methodology.']",Ingles
155,ITEM-186106,"['dfi', 'credit', 'chief', 'forum']",Ingles
156,ITEM-186107,"['cut', 'edg', 'climat', 'model', 'climat', 'chang', 'scienc', 'objet', 'idbg', 'specialist', '(i)', 'basic', 'understand', 'natur', 'problem', '(ii)', 'general', 'insight', 'climat', 'data', 'sourc', 'well', '(iii)', 'awar', 'opportun', 'challeng', 'translat', 'raw', 'model', 'project', 'ultim', 'impact-', 'decision-relev', 'products.']",Ingles
157,ITEM-186109,"['tourism', 'train']",Ingles
158,ITEM-186111,"['access', 'inform', 'policy:', 'cours', 'execut', 'director', 'idb', 'employe', 'play', 'major', 'role', 'access', 'inform', 'polici', 'compliance.', 'cours', 'aim', 'provid', 'bank', 'execut', 'director', 'knowledg', 'need', 'contribut', 'work.', 'cours', 'execut', 'director', 'will:-reinforc', 'knowledg', 'access', 'inform', 'policy.-identifi', 'polici', 'disclosur', 'except', 'document', 'relat', 'board', 'execut', 'directors.-get', 'know', 'process', 'manag', 'inform', 'request', 'receiv', 'via', 'e-mail', 'verbal', 'process', 'share', 'confidenti', 'information.']",Ingles
159,ITEM-186113,"['invest', 'loan', 'contract', 'sovereign', 'guarante', 'oper', 'chargeabl', 'ordinari', 'capit', 'reso', 'objectives:', '.', 'acknowledge:', 'structur', 'invest', 'loan', 'contract', 'interact', 'section', 'contract', 'review', 'process', 'negotiations.', '.', 'distinguish:', 'import', 'claus', 'financi', 'oper', 'topic', 'applic', 'provis', 'common', 'projects.', 'structur', 'cours', 'design', 'offer', 'overview', 'kind', 'invest', 'loan', ""you'll"", 'find', 'document', 'import', 'clauses.', 'cours', 'divid', 'modul', 'access', 'stand-alon', 'basi', 'accord', 'particip', 'topic', 'interest.']",Ingles
160,ITEM-186114,"['health', 'informatics:', 'implement', 'ehr', 'duke', 'univers', 'object', 'informat', 'cours', 'provid', 'idb', 'employe', 'tool', 'need', 'inform', 'discuss', 'client', 'know', 'initi', 'action', 'identifi', 'need', 'informat', 'perspect', 'go', 'inform', 'better', 'assist', 'meet', 'need', 'identifi', 'futur', 'success', 'implement', 'system', 'countri', 'represent.', 'short', 'cours', 'customiz', 'allow', 'client', 'design', 'cours', 'specif', 'need', 'audienc', 'level', 'expertis', 'topic', 'interest.', 'sph', 'held', 'preliminari', 'discuss', 'duke', 'univers', 'describ', 'type', 'work', 'idb', 'specialist', 'background', 'specif', 'need', 'preliminari', 'list', 'creat', 'adress', 'specif', 'area', 'interest', 'bank.', 'sph', 'enter', 'contract', 'duke', 'specialist', 'appoint', 'co-creat', 'review', 'discuss', 'cours', 'materi', 'agenda', 'detail', 'prepar', 'meeting.', 'duke', 'common', 'topic', 'interest', 'also', 'creat', 'new', 'materi', 'cours', 'exampl', 'preliminari', 'discuss', 'includ', 'need', 'creat', 'content', 'enterpris', 'resourc', 'plan', 'part', 'cours', 'idb.']",Ingles
161,ITEM-186115,"['intern', 'guidelin', 'technic', 'note', 'cut', 'edg', 'co-fin', 'hire', 'consult', 'produce:', 'i)', 'guidelin', 'quick', 'diagnost', 'status', 'countri', '(top', 'question', 'ask);', 'ii)', 'guidelin', 'negoti', 'vendor', '(top', 'question', 'ask)', 'iii)', 'guidelin', 'contract', '(common', 'mistak', 'check', 'for)', 'iv)', 'technic', 'note', 'best', 'practic', 'world', 'implement', 'ehr', 'system', 'busi', 'case', 'ehr', 'base', 'avail', 'evid', 'region.']",Ingles
162,ITEM-186118,"['effect', 'present', 'purpos', 'train', 'strengthen', 'peopl', 'deliveri', 'often', 'complex', 'ideas.', 'attende', 'learn', 'prepar', 'script', 'craft', 'incorpor', 'storytel', 'techniqu', 'comfort', 'stage', 'well.']",Ingles
163,ITEM-186119,"['ito', 'workshop', '-', 'cof', 'employe', 'ito', 'workshop', '-', 'day', 'session', 'cof', 'employe']",Ingles
164,ITEM-186120,"['team', 'train', 'bda', 'team', 'train', 'bda']",Ingles
165,ITEM-186121,"['bda', 'bbl', '“how', 'take', 'maximum', 'advantag', 'webex', 'jabber”', 'train', 'telework', 'friend', 'tool', '(webex', 'cisco', 'jabber', 'etc)', 'bda', 'employees.']",Ingles
166,ITEM-186123,"['caribbean', 'resili', 'facil', 'strateg', 'plan', 'workshop', 'object', 'workshop', 'coalesc', 'around', 'coher', 'strategi', 'mobil', 'fund', 'resili', 'caribbean.', 'resourc', 'mobil', 'divis', 'host', '“the', 'caribbean', 'resili', 'facil', 'strateg', 'plan', 'workshop”', 'cross-sector', 'task-forc', 'team', 'goal', 'catalyz', 'transform', 'caribbean', 'region', 'first', 'climate-smart', 'region', 'world.', 'fund', 'leverag', 'approxim', 'us$', 'billion', 'fresh', 'resourc', 'commit', 'idb', 'caribbean', 'region', 'next', 'years.', 'particip', 'learn', 'provid', 'input', 'regard', 'disast', 'risk', 'insur', 'catalyz', 'sustain', 'energi', 'infrastructur', 'resili', 'ppps', 'privat', 'sector', 'facil', 'sustain', 'island', '(blue', 'circular', 'economy).']",Ingles
167,ITEM-186124,"['techplomaci', ':', 'reinvent', 'diplomaci', 'digit', 'era', 'techplomaci']",Ingles
168,ITEM-186125,"['idelta', 'mif', 'staff', 'train', 'know', 'idelta', 'project', 'score?idb', 'invest', 'mif', 'invit', 'two-hour', 'train', 'idelta', 'new', 'oper', 'manag', 'tool', 'mif', 'guid', 'oper', 'team', 'incorpor', 'mif', 'guid', 'principl', 'design', 'project', 'report', 'project', 'data', 'portfolio', 'management.']",Ingles
169,ITEM-186127,"['govern', 'deliv', 'confer', 'discuss', 'deliveri', 'unit', 'latin', 'america', '&', 'caribbean']",Ingles
170,ITEM-186131,"['guyana', 'central', 'hous', 'plan', 'author', 'help', 'strengthen', 'institut', 'capac', 'area', 'special', 'import', 'design', 'implement', 'evalu', 'idb-financ', 'hous', 'basic', 'infrastructur', 'project', 'also', 'contribut', 'chpa', 'abil', 'design', 'implement', 'urban', 'develop', 'policy.']",Ingles
171,ITEM-186132,"['gender', 'equality:', 'men', 'it?', 'come', 'hear', 'men', 'boy', 'work', 'partnership', 'women', 'girl', 'promot', 'gender', 'equality.', 'gari', 'barker', 'presid', 'promundo-us.', 'gari', 'share', 'extens', 'research', 'insight', 'gender', 'equal', 'violenc', 'prevent', 'around', 'world', 'includ', 'latin', 'america', 'caribbean', 'region.']",Ingles
172,ITEM-186134,"['idb', 'invest', 'china', 'fund', 'converg', 'train', 'guidelin', 'review', 'goal', 'train', 'fulli', 'equip', 'pmos/io', 'know-how', 'enter', 'converg', 'abl', 'set', 'requir', 'upcom', 'report', 'cycl', 'china', 'fund', 'oper', 'juli', 'st', '.', 'skill', 'also', 'import', 'pmos', 'carri', 'report', 'china-fund', 'oper', 'ongo', 'annual', 'basis.']",Español
173,ITEM-186137,"['misi', 'summit', 'train', 'train', 'provid', 'ite', 'integr', 'part', 'tcs', 'train', 'program', 'cover', 'structur', 'function', 'misi', 'summit', 'platform', 'use', 'fin/tri', 'particular', 'swap', 'module.', 'detail', 'includ', 'workflow', 'process', 'deal', 'captur', 'transact', 'lifecycl', 'overview', 'production/development/', 'test', 'environments.']",Ingles
174,ITEM-186139,"['workshop', 'dia', 'workshop', 'dia']",Ingles
175,ITEM-186141,"['cid', 'digit', 'transform', 'workshop', 'workshop', 'objectives:•', 'articul', 'strateg', 'vision', 'set', 'prioriti', 'digit', 'transform', 'cid', 'region.•', 'coalesc', 'around', 'clear', 'mandat', 'build', 'digit', 'transform', 'blueprint', 'cid', 'region.•', 'engag', 'collabor', 'process', 'build', 'team', 'cohes', 'achiev', 'align', 'around', 'digit', 'transform', 'cid', 'region.']",Ingles
176,ITEM-186142,"['gig', 'economi', 'futur', 'social', 'secur', 'latin', 'america', 'caribbean', 'workshop', 'design', 'provid', 'particip', 'overview', '(i)', 'platform', 'economy;', '(ii)', 'differ', 'common', 'among', 'gig', 'share', 'platform', 'economi', 'crowd-bas', 'capitalism;', '(iii)', 'possibl', 'option', 'leverag', 'gig', 'economi', 'platform', 'enhanc', 'social', 'protect', 'system', 'worker', 'region.']",Ingles
177,ITEM-186145,"['cut', 'edg', 'resili', 'road', 'infrastructur', '&', 'network', '(dmudu)', 'ccs', 'propos', 'program', 'contribut', 'improv', 'exist', 'knowledg', 'idbg', 'personnel', 'i)', 'integr', 'climat', 'resili', 'consider', 'plan', 'design', 'road', 'infrastructur', 'network', 'ii)', 'make', 'decis', 'deep', 'uncertainti', 'use', 'scenario-bas', 'framework.', 'method', 'yet', 'use', 'support', 'invest', 'decis', 'make', 'transport', 'sector', 'idbg.', 'object', 'program', 'enabl', 'support', 'idb', 'staff', 'appli', 'cutting-edg', 'knowledg', 'road', 'transport', 'operations.']",Ingles
178,ITEM-186148,"['knowledg', 'session', 'divis', 'chief', 'knowledg', 'session', 'divis', 'chief']",Ingles
179,ITEM-186154,"['explor', 'team', 'dynam', 'cof/cbh', 'high-perform', 'divers', 'team', 'vari', 'level', 'experi', 'background', 'attitudes.', 'view', 'maintain', 'enhanc', 'perform', 'cof/cbh', 'host', 'workshop', 'aim', 'strengthen', 'team', 'dynam', 'understand', 'leverag', 'differences.', 'workshop', 'present', 'result', 'myer', 'brigg', 'type', 'indic', 'particip', 'identifi', 'team', 'strength', 'gain', 'appreci', 'best', 'work', 'together.']",Ingles
180,ITEM-186155,"['cut', 'edg', 'park', 'peopl', '(white', 'paper)', 'paper', 'summar', 'characterist', 'field', 'trip', 'visit', 'materi', 'present', 'staff', 'well', 'provid', 'framework', 'adapt', 'experi', 'lac', 'citi']",Ingles
181,ITEM-186157,"['mici', 'learn', '(prueba)', 'webex', 'explain', 'mici', 'understand', 'mici', 'work', 'within', 'bank.']",Ingles
182,ITEM-186158,"['advanc', 'drupal', 'platform', 'train', 'object', 'train', 'cover', 'question', 'introduct', 'train', 'platform', 'new', 'improv', 'features.', 'probabl', 'particip', 'last', 'train', 'april', ""don't"", 'worri', 'go', 'basic', 'too.']",Ingles
183,ITEM-186159,"['advanc', 'drupal', 'platform', 'train', 'press', 'releas', 'object', 'train', 'cover', 'question', 'introduct', 'train', 'platform', 'new', 'improv', 'features.', 'probabl', 'particip', 'last', 'train', 'april', ""don't"", 'worri', 'go', 'basic', 'too.']",Ingles
184,ITEM-186161,"['trd', 'learn', 'seri', 'déjà', 'vu', 'train', '(advanc', 'level)', '-', 'review', 'advanc', 'translat', 'featur', 'dvx', 'includ', 'edit', 'insert', 'menus-', 'learn', 'creat', 'use', 'project', 'project', 'templat', 'streamlin', 'project', 'set-up-', 'learn', 'new', 'featur', 'translat', 'chang', 'revis', 'dvxtopics:', 'align', 'lexicon', 'translat', 'chang', 'revis', 'satellit', 'files.']",Ingles
185,ITEM-186164,"['aquif', 'storag', 'recoveri', '(asr)', 'key', 'challeng', 'opportun', 'caribbean', 'consult', 'seek', 'ensur', 'caribbean', 'countri', 'contempl', 'asr', 'one', 'long-term', 'water', 'secur', 'strategies.']",Ingles
186,ITEM-186168,"['bank', 'strateg', 'asset', 'alloc', '(saa)', 'framework', 'saa', 'framework', 'compris', 'strategi', 'risk', 'constraint', 'manag', 'bank', 'invest', 'portfolio', 'provid', 'guidanc', 'achiv', 'two', 'key', 'objectives:', 'a)', 'primari', 'object', 'princip', 'safeti', 'provid', 'bank', 'liquid', 'needs;', 'b)', 'second', 'object', 'manag', 'risk/return', 'trade-off', 'minim', 'cost', 'carri', 'liquidity.']",Ingles
187,ITEM-186173,"['partip', 'confer', 'cours', 'behavior', 'econom', 'carlo', 'scartascini', 'princip', 'economist', 'leader', 'bank', 'work', 'group', 'behavior', 'econom', 'attend', 'main', 'confer', 'field.', 'allow', 'acquir', 'cut', 'edg', 'knowledg', 'also', 'establish', 'use', 'link', 'academia', 'expert', 'field.']",Ingles
188,ITEM-186174,"['cours', 'seminar', 'behavior', 'econom', 'bank', 'specialist', 'object', 'acquar', 'cut', 'edg', 'knowledg', 'share', 'specilist', 'differ', 'depart', 'three', 'seminar', 'offer', 'extern', 'expert', 'field', 'identifi', 'res.', 'seminar', 'includ', 'present', 'discuss', 'specil', 'studies.', 'cours', 'design', 'take', 'account', 'need', 'oper', 'unit', 'involv', 'coordin', 'member', 'idb', 'work', 'group', 'behavior', 'economics.']",Ingles
189,ITEM-186176,"['incluyetech', ':', 'innov', 'tech', 'solut', 'disabl', 'inclus', 'world', 'disrupt', 'norm', 'technolog', 'innov', 'promot', 'inclus', 'person', 'disabilities?', 'program', 'host', 'intern', 'expert', 'civil', 'societi', 'organ', 'bank', 'staff', 'discuss', 'opportun', 'provid', 'new', 'technolog', 'leverag', 'talent', 'person', 'disabl', 'facilit', 'social', 'labor', 'inclus', 'beyond', 'tradit', 'philanthrop', 'approaches.', 'program', 'combin', '(i)', 'open', 'confer', 'promot', 'polici', 'best', 'practic', 'latin', 'america', 'caribbean', 'favor', 'inclus', 'person', 'disabl', 'demonstr', 'talent', 'creativ', 'advantag', 'social', 'econom', 'inclus', 'bring', 'societi', 'work', 'bank', '(ii)', 'show', 'movi', '""campeones"".th', 'aim', 'event', 'present', 'effect', 'practic', 'project', 'integr', 'person', 'disabl', 'area', 'includ', 'labor', 'intermedi', 'access', 'citi', 'emerg', 'inclusion-ori', 'technolog', 'map', 'visual', 'educ', 'communication.', 'addit', 'seminar', 'aim', 'facilit', 'discuss', 'intern', 'expert', 'civil', 'societi', 'organ', 'bank', 'staff', 'regard', 'collabor', 'work', 'aim', 'promot', 'talent', 'autonomi', 'person', 'disabl', 'start', 'activ', 'particip', 'formul', 'polici', 'strategies.']",Ingles
190,ITEM-186177,"['taller', 'hydrobid', 'flood', 'taller', 'de', 'hydro-bid', 'flood:', 'un', 'modelo', 'de', 'simulación', 'hidráulica', 'para', 'apoyar', 'proyecto', 'de', 'mitigación', 'de', 'inundacion', 'protección', 'fluvial', 'mejora', 'de', 'drenaj', 'urbano']",Español
191,ITEM-186178,"['israel-laca', 'pathway', 'innov', 'event', 'eugen', 'kandel', 'ceo', 'nation', 'central', 'ami', 'appelbaum', 'chief', 'scientist', 'isra', 'ministri', 'economi', 'share', 'israel', 'becam', 'worldwid', 'hub', 'innovation.', 'also', 'explor', 'audienc', 'opportun', 'busi', 'collabor', 'lac.']",Ingles
192,ITEM-186179,"['modern', 'analyt', 'techniques:', 'machin', 'learn', '(taller', 'de', 'economista', 'de', 'cid)', '.', 'short', 'workshop', 'expos', 'idb', 'economist', 'primer', 'machin', 'learning.', 'content', 'focus', 'show', 'altern', 'statist', 'methodolog', 'face', 'differ', 'data', 'analysi', 'challeng', 'includ', 'shrinkag', 'method', '(lasso', 'ridge)', 'binari', 'classif', 'tree', 'base', 'method', '(regress', 'tree', 'random', 'forest', 'bag', 'boosting)', 'unsupervis', 'learn', '(cluster', 'pca)', 'imag', 'recognit', 'deep', 'learn', 'predict', 'among', 'others.', 'crucial', 'polici', 'analysi', 'offer', 'statist', 'formal', 'strategi', 'support', 'arguments.']",Ingles
193,ITEM-186180,"['sec/isd', 'team', 'build', 'workshop', 'sec/isd', 'workshop', 'aim', 'promot', 'particip', 'communic', 'collabor', 'creativ', 'divers', 'activ', 'engag', 'differ', 'style', 'learning.', 'specif', 'event', 'enabl', 'particp', 'following:•', 'build', 'bridg', 'improv', 'effectiveness;•', 'increas', 'improv', 'align', 'isd', 'team;•', 'enhanc', 'work', 'relationship', 'amongst', 'team', 'members;', 'and•', 'promot', 'better', 'intern', 'communic', 'greater', 'collaboration.']",Ingles
194,ITEM-186187,"['innov', 'intregr', 'workshop', 'haiti', 'end', 'year', 'workshop', 'provid', 'cocolab']",Ingles
195,ITEM-187001,"['it:', 'power', 'women', 'work', 'talk', 'speaker:', 'salli', 'krawcheck']",Ingles
196,ITEM-187002,"['decad', 'impact', 'evalu', 'celebr', 'th', 'anniversari', 'intern', 'initi', 'impact', 'evalu', '(ie)', 'idb', 'group', 'framework', 'support', 'impact', 'evalu', 'organ', 'event', 'aim', '()', 'provid', 'overview', 'impact', 'evalu', 'latin', 'america', 'caribbean;', '()', 'identifi', 'challeng', 'ahead', 'field;', '()', 'share', 'experi', 'region', 'world', 'address', 'challeng', 'bring', 'new', 'idea', 'appli', 'latin', 'america', 'caribbean.']",Ingles
197,ITEM-187003,"['impact', 'evalu', 'design', 'week', 'impact', 'evalu', 'design', 'week']",Ingles
198,ITEM-187005,"['english', '-', 'hq', 'languag', 'cultur', 'program']",Ingles
199,ITEM-187006,"['english', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
200,ITEM-187007,"['energi', 'access', 'dividend', 'concept', '“energi', 'access”', 'tradit', 'defin', 'measur', '“have', 'household', 'electr', 'connection”', '“use', 'electr', 'lighting”', '“cook', 'solid', 'fuel', '(world', 'bank', 'iea', ').', 'definit', 'howev', 'fail', 'captur', 'full', 'spectrum', 'dimens', 'energi', 'access', ""doesn't"", 'provid', 'data', 'term', 'qualiti', 'reliabl', 'afford', 'household', 'impact', 'repres', 'benefit', '“dividend”', 'energi', 'access.']",Ingles
201,ITEM-187008,"['summer', 'internship', 'program', 'summer', 'internship', 'program']",Ingles
202,ITEM-187009,"['earli', 'stage', 'invest', 'workshop', 'idb', 'invest']",Ingles
203,ITEM-187011,"['english', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
204,ITEM-187012,"['english', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
205,ITEM-187013,"['english', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
206,ITEM-187014,"['ibm', 'train', 'blockchain', 'ai', 'mif', 'ibm', 'train', 'blockchain', 'ai', 'context', 'develop', 'social', 'work', 'lac', 'region.']",Ingles
207,ITEM-187017,"['english', '-s', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
208,ITEM-187018,"['idb', 'blockchain', 'train', 'lab', 'deloitt', '.-hour', 'interact', 'blockchain', 'lab', 'train', 'session', 'order', 'to:o', 'cover', 'fundament', 'blockchain', 'includ', 'technolog', 'organiz', 'compon', 'solutiono', 'facilit', 'ideat', 'potenti', 'use', 'case', 'across', 'valu', 'chain', 'mif', 'missiono', 'provid', 'framework', 'evalu', 'identifi', 'use', 'caseso', 'appli', 'evalu', 'framework', 'identifi', 'use', 'case', 'identifi', 'priorit', 'valuabl', 'use', 'case']",Ingles
209,ITEM-187019,"['french', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
210,ITEM-187020,"['session', 'pm', 'idb', 'blockchain', 'train', 'lab', 'deloitt', 'mif', '.-hour', 'interact', 'blockchain', 'lab', 'train', 'session', 'peopl', '(', 'total)', 'order', 'to:o', 'cover', 'fundament', 'blockchain', 'includ', 'technolog', 'organiz', 'compon', 'solutiono', 'facilit', 'ideat', 'potenti', 'use', 'case', 'across', 'valu', 'chain', 'mif', 'missiono', 'provid', 'framework', 'evalu', 'identifi', 'use', 'caseso', 'appli', 'evalu', 'framework', 'identifi', 'use', 'case', 'identifi', 'priorit', 'valuabl', 'use', 'case']",Ingles
211,ITEM-187021,"['divers', 'work', 'session', 'mici', 'team', 'learn', 'divers', 'work', 'inclus', 'divers', 'team.']",Ingles
212,ITEM-187025,"['futur', 'grid:', 'energi', 'storag', 'e-mobl', 'microgrid', 'achiev', 'increas', 'knowledg', 'idb', 'energi', 'team', 'encourag', 'incentiv', 'electr', 'storag', 'opportun', 'regul', 'market', 'structur', 'conduct', 'analysi', 'energi', 'storag', 'opportunities?', 'risk', 'econom', 'oper', 'issues.']",Ingles
213,ITEM-187027,"['manag', 'bank-execut', 'tcs', 'claus', 'joint', 'train', 'offer', 'vps', 'ite', 'converg', 'team.', 'particip', 'review', 'fulfil', 'extend', 'condit', 'bank-execut', 'technic', 'cooper', 'operations.', 'includ', 'demo', 'explain', 'perform', 'task', 'converg', 'contract', '&', 'claus', 'modul', 'question', 'audience.th', 'trainer', 'martina', 'gesell.', 'pleas', 'contact', 'question', 'cours', 'material.']",Ingles
214,ITEM-187028,"['vps', 'op', 'team:', 'converg', 'train', '-', 'technic', 'cooper', 'contract', 'claus', 'bank-execut', 'technic', 'cooper', 'oper']",Ingles
215,ITEM-187029,"['french', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
216,ITEM-187030,"['french', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
217,ITEM-187032,"['idb', 'brand', ':', 'do´', 'don´t', 'success', 'purpos', 'train', 'learn', 'fundament', 'effect', 'communic', 'idb', 'brand', 'visual', 'languag', 'use.', 'particip', 'learn', 'bank', 'core', 'brand', 'compon', 'design', 'do', ""don't"", 'communic', 'consist', 'resourc', 'avail', 'help', 'day-to-day.', 'in-person', 'session', 'kic', 'employe', 'last', 'minutes.']",Ingles
218,ITEM-187033,"['rnd', 'cut', 'edg', 'knowledg', 'understand', 'behavior', 'design', 'effect', 'conserv', 'agricultur', 'behavior', 'econom', 'contribut', 'understand', 'deviat', 'tradit', 'theori', 'manag', 'common-pool', 'resourc', 'particular', 'relev', 'environment', 'agricultur', 'settings.']",Ingles
219,ITEM-187034,"['technolog', 'opportun', 'technolog', 'opportun']",Ingles
220,ITEM-187037,"['french', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
221,ITEM-187038,"['french', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
222,ITEM-187040,"['french', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
223,ITEM-187041,"['french', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
224,ITEM-187042,"['portugues', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
225,ITEM-187043,"['portugues', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
226,ITEM-187044,"['energi', 'regul', 'face', 'innov', 'discuss', 'workshop', 'expect', 'understand', 'key', 'regulatori', 'tool', 'may', 'help', 'keep', 'pace', 'innovation?', '(or', 'were)', 'main', 'barrier', 'current', 'regul', 'europ', 'unit', 'state', 'adopt', 'new', 'technologies?', 'regulatori', 'framework', 'europ', 'unit', 'state', 'chang', 'includ', 'new', 'technolog', 'chang', 'energi', 'markets?', 'workshop', 'align', 'demand', 'energi', 'divis', 'understand', 'better', 'regulatori', 'chang', 'necessari', 'adapt', 'region', 'innovation.', 'clear', 'demand', 'receiv', 'themat', 'group', 'energi', 'regul', 'policy.', 'also', 'contribut', 'evidence-bas', 'polici', 'discuss', 'knowledg', 'agenda', 'econom', 'sector', 'work', 'energi', 'sector', '(which', 'underlin', 'import', 'strength', 'regul', 'governance)', 'well', 'idb', 'flagship', 'report', 'dia', ':', 'improv', 'infrastructur', 'servic', 'latin', 'america', 'caribbean.', 'dia', 'aim', 'focus', 'adapt', 'futur', 'regulatori', 'framework', 'big', 'part', 'adapt', 'innov', 'push', 'solv', 'current', 'challeng', 'block', 'it.', 'key', 'energi', 'staff', 'think', 'new', 'solut', 'tools.', 'moreov', 'dissemin', 'event', 'document', 'also', 'help', 'us', 'posit', 'iadb', 'leader', 'topic', 'bridg', 'idb', 'regulatori', 'counterpart', 'region', 'term', '()', 'identifi', 'major', 'challeng', 'come', 'technolog', 'innovations;', '()', 'provid', 'best', 'practic', 'global', 'energi', 'sector;', '()', 'explor', 'ad', 'hoc', 'regulatori', 'role', 'rule', 'region.']",Ingles
227,ITEM-187045,"['data', 'visual', 'int', 'public', 'bbl', 'present', 'design', 'juan', 'velasco', 'founder', 'w', 'infograph', 'help', 'int', 'team', 'think', 'advanc', 'visual', 'solut', 'dia.']",Español
228,ITEM-187046,"['raroc', 'tool', 'updat', '-', 'dsp/dvf', 'junio', 'quick', 'train', 'session', 'raroc', 'tool', 'recent', 'updat', 'tool', 'portal/resources/market', '&', 'oper', 'risk', 'webpages.']",Ingles
229,ITEM-187049,"['portugues', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
230,ITEM-187050,"['group', 'languag', 'class-', 'pt-', 'languag', 'cultur', 'program', 'session']",Ingles
231,ITEM-187054,"['wastewat', 'manag', 'era', 'circular', 'economi', 'workshop', 'regard', 'wastewat', 'manag', 'era', 'circular', 'economi']",Ingles
232,ITEM-187055,"['portugues', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
233,ITEM-187056,"['portugues', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
234,ITEM-187057,"['portugues', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
235,ITEM-187058,"['group', 'languag', 'class-', 'pt', 'languag', 'cultur', 'program', 'session']",Ingles
236,ITEM-187059,"['spanish', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
237,ITEM-187060,"['spanish', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
238,ITEM-187061,"['raroc', 'tool', 'updat', '-', 'ino', 'junio', 'quick', 'train', 'session', 'raroc', 'tool', 'recent', 'updat', 'tool', 'portal/resources/market', '&', 'oper', 'risk', 'webpages.']",Ingles
239,ITEM-187062,"['group', 'languag', 'class-', 'sp', 'languag', 'cultur', 'program', 'session']",Ingles
240,ITEM-187063,"['spanish', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
241,ITEM-187064,"['spanish', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
242,ITEM-187065,"['hyperloop', 'transport', 'technolog', 'hyperloop', 'transport', 'technolog']",Ingles
243,ITEM-187066,"['spanish', '-', 'hq', 'group', 'class', '-', 'languag', 'cultur', 'program']",Ingles
244,ITEM-187068,"['innov', 'econom', 'stabil', 'event', 'showcas', 'stability-enhanc', 'innov', 'drawn', 'across', 'financi', 'servic', 'social', 'labor', 'protect', 'person', 'secur', 'data', 'servic', 'sectors–', 'featur', 'atlas', 'innov', 'econom', 'stabil', 'develop', 'fhi', 'support', 'rockefel', 'foundation.']",Ingles
245,ITEM-187073,"['siscor', '-', 'basic', 'learn', 'use', 'siscor', 'new', 'user.', 'train', 'cover', 'basic', 'workflow', 'system', 'well', 'complex', 'functionalities.', 'train', 'spanish.train', 'room:']",Ingles
246,ITEM-187074,"['siscor', '-', 'advanc', 'learn', 'use', 'siscor', 'advanc', 'use.', 'train', 'cover', 'basic', 'workflow', 'system', 'well', 'complex', 'functionalities.', 'train', 'spanish.train', 'room:']",Ingles
